sujeto,relacion,objeto
Clara Thomas,es_autor_de_la_obra,"Our nature, our voices, 1"
Scott Young,es_autor_de_la_obra,A writer's life
Scott Young,es_autor_de_la_obra,"WRITER'S LIFE, A"
Thuong Vuong-Riddick,es_autor_de_la_obra,The evergreen country
Jock Carroll,es_autor_de_la_obra,"The life & times of Greg Clark, Canada's favorite storyteller"
"Williamson, David",es_autor_de_la_obra,Author! Author!
Al Ptak,es_autor_de_la_obra,Firestorm to snowstorm
James Patrick O'Hanley,es_autor_de_la_obra,A remembrance of flings past
Jon C. Stott,es_autor_de_la_obra,Canadian books for children
Zohra Zoberi,es_autor_de_la_obra,Questionably ever after
Reva Leah Stern,es_autor_de_la_obra,The water buffalo that shed her girdle
Germany) Internationale Frühjahrsbuchwoche (16th 2008 Munich,es_autor_de_la_obra,16. Internationale Frühjahrsbuchwoche München
Ara Baliozian,es_autor_de_la_obra,"Pages from my diary, 1986-1995"
Annette White Parks,es_autor_de_la_obra,Sui Sin Far/Edith Maude Eaton
Pauline Guéna,es_autor_de_la_obra,L'Amérique des écrivains - Road trip
Elizabeth MacLeod,es_autor_de_la_obra,Lucy Maud Montgomery
Quinn R. Vail,es_autor_de_la_obra,"Blood, Fur, Ash"
Danielle Brault,es_autor_de_la_obra,Bâtisseur
Stepʻan Pʻanosean,es_autor_de_la_obra,Keankʻ mě ir hangruannerov u khoherov
A. D. Irvine,es_autor_de_la_obra,Canada's Storytellers | Les grands écrivains du Canada
Edmond Rivère,es_autor_de_la_obra,Canada's Storytellers | Les grands écrivains du Canada
Stephanie Tolman,es_autor_de_la_obra,Canada's Storytellers | Les grands écrivains du Canada
Stan Dragland,es_autor_de_la_obra,Apocrypha
Stan Persky,es_autor_de_la_obra,Topic Sentence
Helen M. Buss,es_autor_de_la_obra,Memoirs from Away
Thomas Brewer Vincent,es_autor_de_la_obra,"Canadian forum, October 1929-April 1934"
Thomas Brewer Vincent,es_autor_de_la_obra,"A directory of known pseudonyms, initial sets and maiden names found in selected English-Canadian magazines, newspapers and books of the nineteenth century"
Joseph Howe,es_autor_de_la_obra,My dear Susan Ann
Shirley Aguinaldo,es_autor_de_la_obra,Indoor cats
James Muirden,es_autor_de_la_obra,How do we know about the universe?
Jeane Watier,es_autor_de_la_obra,A song of the heart
Syr Ruus,es_autor_de_la_obra,Krambambuli
Pauline Kiely,es_autor_de_la_obra,No poverty between the sheets
Royce MacGillivray,es_autor_de_la_obra,Sandy Fraser
National Archives of Canada.,es_autor_de_la_obra,Literary archives guide =
Inge Israël,es_autor_de_la_obra,Finding the words
Raymond E. Jones,es_autor_de_la_obra,Canadian children's books
Charles Bradley Templeton,es_autor_de_la_obra,"Charles Templeton, an anecdotal memoir"
Maryanne Pope,es_autor_de_la_obra,A widow's awakening
Laurie MacFayden,es_autor_de_la_obra,Kissing keeps us afloat
Gerald M. Sliva,es_autor_de_la_obra,Barking
Paul Burch,es_autor_de_la_obra,Go play outside!
Richard Teleky,es_autor_de_la_obra,Richard Teleky Papers
Jim McBride,es_autor_de_la_obra,In cold blood
Sudhir Jain,es_autor_de_la_obra,Pages from an immigrant's diary
K. Gordon Neufeld,es_autor_de_la_obra,Cult fiction
Alison Pick,es_autor_de_la_obra,Between gods
Jirí Klobouk,es_autor_de_la_obra,Nearing the End
Patricia Joudry,es_autor_de_la_obra,Spirit River to Angels' Roost
Pierre Gobeil,es_autor_de_la_obra,L'hiver à Cape Cod
Paula Laureen Henderson,es_autor_de_la_obra,Lost angels
Peter Jailall,es_autor_de_la_obra,When September Comes
Douglas Todd,es_autor_de_la_obra,Brave souls
Richard B. Wright,es_autor_de_la_obra,A life with words
Elona Malterre,es_autor_de_la_obra,The Celts
Abla Farhoud,es_autor_de_la_obra,Toutes celles que j'étais
Steven Heighton,es_autor_de_la_obra,The admen move on Lhasa
Brenda Currey Lewis,es_autor_de_la_obra,A twisted fate
Douglas Loewen,es_autor_de_la_obra,No more chains on me
Jake MacDonald,es_autor_de_la_obra,Houseboat chronicles
"Queen's University (Kingston, Ont.). Archives.",es_autor_de_la_obra,The Lorne Pierce papers
Lorraine Mary York,es_autor_de_la_obra,Literary celebrity in Canada
"Wilson, Keith",es_autor_de_la_obra,Charles William Gordon
Walter Blackburn Harte,es_autor_de_la_obra,Some Canadian writers of to-day
Lewis Emerson Horning,es_autor_de_la_obra,"A Critique of Canadian Writers, By L.E. Horning"
Elsie May Pomeroy,es_autor_de_la_obra,Arthur Stringer
Rosemary Bauchman,es_autor_de_la_obra,Scotia story tellers
Anne Wilkinson,es_autor_de_la_obra,The Poetry of Anne Wilkinson
Jean McKay,es_autor_de_la_obra,Gone to grass
C. W. Nikoru,es_autor_de_la_obra,C.W. ニコル の ボク が 日本人 に なった 理由
Kim Svenja Behrendt,es_autor_de_la_obra,Von Dickens bis Naipaul
Mary Haylock,es_autor_de_la_obra,Moments on a Staircase
Marg Stephen,es_autor_de_la_obra,Alberta bibliography
Andreas Schroeder,es_autor_de_la_obra,Word for word
Jean Barman,es_autor_de_la_obra,Abenaki Daring
Joanne Findon,es_autor_de_la_obra,Seeking our Eden
Sherill Grace,es_autor_de_la_obra,Tiff
Theresa Moritz,es_autor_de_la_obra,Stephen Leacock
Nancy Huston,es_autor_de_la_obra,A l'amour comme à la guerre
Gale Research Inc,es_autor_de_la_obra,DISCovering author
George Fetherling,es_autor_de_la_obra,"The Writing Life: Journals, 1975-2005"
Wolfgang Hochbruck,es_autor_de_la_obra,Down East
"Mackay, James A.",es_autor_de_la_obra,"Robert Service, a biography"
Graeme Gibson,es_autor_de_la_obra,Uncommon ground
Marilyn R. Schuster,es_autor_de_la_obra,A queer love story
N. K. Jemisin,es_autor_de_la_obra,Systems Fail
Hiromi Goto,es_autor_de_la_obra,Systems Fail
Zdena Salivarová,es_autor_de_la_obra,Benefice
Patrick Senécal,es_autor_de_la_obra,El umbral
Peta-Gaye Nash,es_autor_de_la_obra,Liam and the Lizard
William Steele,es_autor_de_la_obra,Going the Distance
Carmen Aguirre,es_autor_de_la_obra,Mexican hooker #1
Carmen Aguirre,es_autor_de_la_obra,Something fierce
Daniel MacIvor,es_autor_de_la_obra,"Arigato, Tokyo"
Vivek Shraya,es_autor_de_la_obra,I'm Afraid of Men
Michelle Alfano,es_autor_de_la_obra,The Unfinished Dollhouse
Dany Laferrière,es_autor_de_la_obra,L'art presque perdu de ne rien faire
Douglas Ivison,es_autor_de_la_obra,Canadian fantasy and science-fiction writers
Susan Juby,es_autor_de_la_obra,Nice Recovery
E. F. Dyck,es_autor_de_la_obra,Essays on Saskatchewan writing
Collectif,es_autor_de_la_obra,Les Adieux du Québec à Félix Leclerc
William H. New,es_autor_de_la_obra,Canadian writers before 1890
William H. New,es_autor_de_la_obra,Canadian writers since 1960
William H. New,es_autor_de_la_obra,"Canadian writers, 1920-1959"
William H. New,es_autor_de_la_obra,"Canadian writers, 1920-1959"
William H. New,es_autor_de_la_obra,"Canadian writers, 1920-1959"
William H. New,es_autor_de_la_obra,Canadian writers before 1890
William H. New,es_autor_de_la_obra,Canadian writers since 1960
Helen Pereira,es_autor_de_la_obra,Wild cotton
Marusya Bociurkiw,es_autor_de_la_obra,Food Was Her Country
Caroline Pignat,es_autor_de_la_obra,The gospel truth
"Martens, Klaus",es_autor_de_la_obra,Felix Paul Greves Karriere
"Martens, Klaus",es_autor_de_la_obra,F.P. Grove in Europe and Canada
"Martens, Klaus",es_autor_de_la_obra,Over Canadian trails
Dave Cook,es_autor_de_la_obra,Fading History Volume 2
Don Bailey,es_autor_de_la_obra,Always hungry
Don Bailey,es_autor_de_la_obra,Memories of Margaret
Camilla Gibb,es_autor_de_la_obra,This is happy
"Richardson, Bill",es_autor_de_la_obra,Truth be told
Yvonne Blomer,es_autor_de_la_obra,Sugar Ride
Manjusha Pawagi,es_autor_de_la_obra,Love and Laughter in the Time of Chemotherapy
Gabrielle Gourdeau,es_autor_de_la_obra,Mais z'encore?
Robert Lecker,es_autor_de_la_obra,Who Was Doris Hedges?
Tom Wayman,es_autor_de_la_obra,"If You're Not Free at Work, Where Are You Free"
Jan Drabek,es_autor_de_la_obra,Hledání štěstí u cizáků
Jan Drabek,es_autor_de_la_obra,Thirteen
Jan Drabek,es_autor_de_la_obra,Po uši v Americe
Madeleine Ouellette-Michalska,es_autor_de_la_obra,La tentation de dire
Raymond Fraser,es_autor_de_la_obra,When the Earth Was Flat
Lorie Miseck,es_autor_de_la_obra,A promise of salt
Margaret Gillies Brown,es_autor_de_la_obra,Far from the rowan tree
John B. Lee,es_autor_de_la_obra,The Widow's Land
Howard A. Norman,es_autor_de_la_obra,I hate to leave this beautiful place
Howard A. Norman,es_autor_de_la_obra,My famous evening
"Brown, Ian",es_autor_de_la_obra,Sixty
John Hartman,es_autor_de_la_obra,Many Lives Mark This Place
Ian M. Thom,es_autor_de_la_obra,Many Lives Mark This Place
Brian John Busby,es_autor_de_la_obra,Gentleman of Pleasure
Writers' Trust of Canada Staff,es_autor_de_la_obra,Writer's Life
Ami McKay,es_autor_de_la_obra,Daughter of Family G.
Mary Meigs,es_autor_de_la_obra,Beyond Recall
Barry Peterson,es_autor_de_la_obra,111 West Coast Literary Portraits
Blaise Enright,es_autor_de_la_obra,111 West Coast Literary Portraits
Jim Christy,es_autor_de_la_obra,Sweet Assorted
Jack McClelland,es_autor_de_la_obra,Imagining Canadian literature
Ann Heidbreder Eastman,es_autor_de_la_obra,"Constance Lindsay Skinner, author and editor"
Helen Hoke,es_autor_de_la_obra,"Constance Lindsay Skinner, author and editor"
Mark Frutkin,es_autor_de_la_obra,Erratic north
Roland Michel Tremblay,es_autor_de_la_obra,Un québécois à New York
Maryleah Otto,es_autor_de_la_obra,Adventures of a Bigwin Inn postmistress
Hartmut Lutz,es_autor_de_la_obra,Contemporary challenges
Gilbert Parker,es_autor_de_la_obra,"The judgment house, a novel"
Gilbert Parker,es_autor_de_la_obra,A ladder of swords
Dorothy Vick,es_autor_de_la_obra,"From quill to ballpoint, 1591-1988"
Jean Bruchési,es_autor_de_la_obra,"Répertoire bio-bibliographique de la Société des écrivains canadiens, 1954"
Diana Cooper-Clark,es_autor_de_la_obra,Designs of darkness
Kerry Wood,es_autor_de_la_obra,A legacy of laughter
Kerry Wood,es_autor_de_la_obra,This smiling land
Robert G. Collins,es_autor_de_la_obra,Manitoba in literature
Denise Boucher,es_autor_de_la_obra,Lettres d'Italie
Usher Caplan,es_autor_de_la_obra,Like one that dreamed
Penny Petrone,es_autor_de_la_obra,Breaking the Mould
Christopher White,es_autor_de_la_obra,Naked on a snowbank
"Hall, Phil",es_autor_de_la_obra,White porcupine
Léonie Comeau Poirier,es_autor_de_la_obra,My Acadian heritage
Carol L. Hancock,es_autor_de_la_obra,Nellie McClung
Carol L. Hancock,es_autor_de_la_obra,No small legacy
Jane Rule,es_autor_de_la_obra,Loving the difficult
Jane Rule,es_autor_de_la_obra,Taking my life
Carmit Gai,es_autor_de_la_obra,Bet avi
David Stouck,es_autor_de_la_obra,As For Sinclair Ross
Bryan Demchinsky,es_autor_de_la_obra,Storied streets
Birk Sproxton,es_autor_de_la_obra,The Winnipeg Connection
Lisa De Leon,es_autor_de_la_obra,Writers of Newfoundland and Labrador
Fred Euringer,es_autor_de_la_obra,A fly on the curtain
Janet E. Baker,es_autor_de_la_obra,Archibald MacMechan
George Melnyk,es_autor_de_la_obra,The literary history of Alberta
Darren Greer,es_autor_de_la_obra,Strange Ghosts
John Hunter-Duvar,es_autor_de_la_obra,Hernewood
Wayne Curtis,es_autor_de_la_obra,Wild Apples
Merle Nudelman,es_autor_de_la_obra,"We, the Women"
"Wing, John",es_autor_de_la_obra,Ventriloquism for dummies
Heather Kirk,es_autor_de_la_obra,Mazo de la Roche
Ralph Osborne,es_autor_de_la_obra,From someplace else
Don Denton,es_autor_de_la_obra,First chapter
Don Denton,es_autor_de_la_obra,Second Chapter
David Craig Creelman,es_autor_de_la_obra,Setting in the east
Elizabeth Podnieks,es_autor_de_la_obra,Daily modernism
Robert Hilles,es_autor_de_la_obra,Calling the wild
Royal Society of Canada.,es_autor_de_la_obra,Author index
David Helwig,es_autor_de_la_obra,The name of things
Wilfrid Eggleston,es_autor_de_la_obra,Literary Friends
Janice Parker,es_autor_de_la_obra,Writers
Judy Schultz,es_autor_de_la_obra,Jean Paré
T. F. Rigelhof,es_autor_de_la_obra,Nothing sacred
Ralph Osborne,es_autor_de_la_obra,From someplace else
Palmyra M. Williams,es_autor_de_la_obra,In the bowels of the Franca C
Candida Rifkind,es_autor_de_la_obra,Comrades and critics
David Homel,es_autor_de_la_obra,Le monde est en document
Susan Olding,es_autor_de_la_obra,Pathologies
Ellen Stafford,es_autor_de_la_obra,A place like this
George Jonas,es_autor_de_la_obra,Beethoven's mask
J. Madison Davis,es_autor_de_la_obra,Conversations with Robertson Davies
J. Madison Davis,es_autor_de_la_obra,Conversations with Robertson Davies
Biz,es_autor_de_la_obra,Dérives
Deni Y. Béchard,es_autor_de_la_obra,Cures for Hunger
Gwendolyn Davies,es_autor_de_la_obra,Studies in maritime literary history
Writers' Union of Canada,es_autor_de_la_obra,Who's who in the Writers' Union of Canada
G. A. Dumont,es_autor_de_la_obra,"L"" âEcole Littâeraire de Montrâeal"
John North,es_autor_de_la_obra,Dishes to die for--
Gary Geddes,es_autor_de_la_obra,Northwords
A. M. Klein,es_autor_de_la_obra,The letters
A. M. Klein,es_autor_de_la_obra,Notebooks
Jane Urquhart,es_autor_de_la_obra,L.M. Montgomery
Louise Larivière,es_autor_de_la_obra,Je lis Montréal
Anne Kmetyko,es_autor_de_la_obra,Je lis Montréal
Pierre Bourdon,es_autor_de_la_obra,Je lis Montréal
Maria Meindl,es_autor_de_la_obra,Outside the box
Claude Janelle,es_autor_de_la_obra,Le Daliaf
Lesley Choyce,es_autor_de_la_obra,Driving Minnie's piano
Lesley Choyce,es_autor_de_la_obra,Transcendental anarchy
Bianca Lakoseljac,es_autor_de_la_obra,Bridge in the rain
J. B. Waid,es_autor_de_la_obra,J.B. Waid autograph note
Macmillan Company of Canada,es_autor_de_la_obra,A Canadian publishing house
Janice Kulyk Keefer,es_autor_de_la_obra,"Two lands, new visions"
Tony Tremblay,es_autor_de_la_obra,David Adams Richards of the Miramichi
Darren Wershler,es_autor_de_la_obra,"Verse and Worse
            
                Laurier Poetry"
Frank B. Edwards,es_autor_de_la_obra,Robert Munsch
Iain Reid,es_autor_de_la_obra,One Bird's Choice
Reingard M. Nischik,es_autor_de_la_obra,Engendering Genre The Works Of Margaret Atwood
M. a. C. Farrant,es_autor_de_la_obra,The Secret Lives Of Litterbugs And Other True Stories
Samantha Bernstein,es_autor_de_la_obra,Here We Are Among the Living
"Robertson, Robin",es_autor_de_la_obra,Mortification
Canadian Fiction Magazine,es_autor_de_la_obra,John Reeves' literary portraits
Doug Bentley,es_autor_de_la_obra,Philosophical Fragments Of Your Ancient Name
Doug Bentley,es_autor_de_la_obra,A Canadian's Poems
Adele Wiseman,es_autor_de_la_obra,We who can fly
Elizabeth Greene,es_autor_de_la_obra,We who can fly
Edmund Kemper Broadus,es_autor_de_la_obra,A book of Canadian prose and verse
Edmund Kemper Broadus,es_autor_de_la_obra,A book of Canadian prose and verse
Kenneth James Hughes,es_autor_de_la_obra,Contemporary Manitoba writers
William Toye,es_autor_de_la_obra,The Oxford anthology of Canadian literature -- second edition
Robert Weaver,es_autor_de_la_obra,The Oxford anthology of Canadian literature -- second edition
Cobi Ladner,es_autor_de_la_obra,Notes from home
Melissa Sweet,es_autor_de_la_obra,Notes from home
Margaret Linley,es_autor_de_la_obra,Guide to the literary heritage of Waterloo and Wellington counties
Livia Nemțeanu-Chiriacescu,es_autor_de_la_obra,Manuscrisul din tren
Valentin Sawatzky,es_autor_de_la_obra,Lindenblaetter
Camilla Gibb,es_autor_de_la_obra,The Penguin book of memoir
Michael Ignatieff,es_autor_de_la_obra,Passages
Heather Hodgson,es_autor_de_la_obra,Saskatchewan writers
Hilda Kirkwood,es_autor_de_la_obra,Between the lines
John Davies,es_autor_de_la_obra,Wine and wheat
William Stevenson,es_autor_de_la_obra,Past to present
Barbara E. Turner,es_autor_de_la_obra,Skelton at 60
J. R. Léveillé,es_autor_de_la_obra,Anthologie de la poésie franco-manitobaine
Springfield Women's Institute (P.E.I.),es_autor_de_la_obra,Lucy Maud Montgomery
Allan Graham,es_autor_de_la_obra,Island writers series
Ethel Wilson Symposium (1981 University of Ottawa),es_autor_de_la_obra,The Ethel Wilson Symposium
Maude Petitt Hill,es_autor_de_la_obra,The best known woman in Prince Edward Island
Duncan Campbell Scott Symposium (1979 University of Ottawa),es_autor_de_la_obra,The Duncan Campbell Scott Symposium
Jurgen Hesse,es_autor_de_la_obra,Voices of change
Mark Abley,es_autor_de_la_obra,The girl she never was
Janice Williamson,es_autor_de_la_obra,Sounding differences
Catherine M. McLay,es_autor_de_la_obra,Canadian literature
Magdalene Redekop,es_autor_de_la_obra,Ernest Thompson Seton
W. J. Keith,es_autor_de_la_obra,Literary images of Ontario
Geoff Hancock,es_autor_de_la_obra,Canadian writers at work
Bruce McDougall,es_autor_de_la_obra,Charles Mair
Elaine Kalman Naves,es_autor_de_la_obra,The writers of Montreal
H. R. Percy,es_autor_de_la_obra,Thomas Chandler Haliburton
University of Regina. Canadian Plains Research Center,es_autor_de_la_obra,Writing Saskatchewan
Allan Anderson,es_autor_de_la_obra,Remembering Leacock
Allan Barry Weiss,es_autor_de_la_obra,"A comprehensive bibliography of English-Canadian short stories, 1950-1983"
Judith G. Russell,es_autor_de_la_obra,I am a sister to the loveliness
Gordon Ripley,es_autor_de_la_obra,Who's who in Canadian literature
Gordon Ripley,es_autor_de_la_obra,Who's who in Canadian literature
Gordon Ripley,es_autor_de_la_obra,Who's who in Canadian literature
Anne Mercer,es_autor_de_la_obra,Who's who in Canadian literature
Ethel Wilson,es_autor_de_la_obra,Ethel Wilson
Martha Harron,es_autor_de_la_obra,Don Harron A Parent Contradiction A Biography
Douglas LePan,es_autor_de_la_obra,Bright glass of memory
Janet Grant,es_autor_de_la_obra,Kids' writers
Allan Gould,es_autor_de_la_obra,Canned lit
Amy E. Colson,es_autor_de_la_obra,Characterization in the novels of L. M. Montgomery
Jacqueline Langille,es_autor_de_la_obra,Lucy Maud Montgomery
Peter O'Brien,es_autor_de_la_obra,So to speak
Claude Bissell,es_autor_de_la_obra,Ernest Buckler Remembered
Carol Roberts,es_autor_de_la_obra,Timothy Findley
Lee Briscoe Thompson,es_autor_de_la_obra,Dorothy Livesay
Jon C. Stott,es_autor_de_la_obra,Canadian books for children
Marguerite Andersen,es_autor_de_la_obra,La mauvaise mère
W. Reavley Gair,es_autor_de_la_obra,Langues et littératures au Nouveau-Brunswick
Andy Wainwright,es_autor_de_la_obra,Charles Bruce
Andy Wainwright,es_autor_de_la_obra,Charles Bruce
Arnold E. Davidson,es_autor_de_la_obra,Coyote country
Reuben Slonim,es_autor_de_la_obra,To kill a rabbi
