Obra,Relación,Tema
Los PRIsidentes,tiene_como_tema,Politicians -- Mexico -- Attitudes
Motupe en la história,tiene_como_tema,"Motupe, Peru (City)"
Un fraile prócer y una fábula poema (estudio acerca de fray Matías de Córdoba),tiene_como_tema,"Córdoba, Matías de, d. 1828."
Ojos que da panico sonar,tiene_como_tema,Attitudes
Juan Bosch,tiene_como_tema,Dominican Republic -- History -- 1930-1961 -- Chronology.
Cuestiones en torno a la intervención humanitaria y el derecho internacional actual,tiene_como_tema,Humanitarian intervention
Las torpezas de la República española,tiene_como_tema,"Spain -- History -- Civil War, 1936-1939 -- Causes"
"""Cultivo una rosa blanca"" Antología",tiene_como_tema,Rhyming games -- Argentina
La Revolución y las letras,tiene_como_tema,"Historical fiction, Mexican."
Para comprender el ecumenismo,tiene_como_tema,Christian union
Cuba,tiene_como_tema,Literary Collections / Caribbean & Latin American
El beso de la quimera,tiene_como_tema,Mexican literature
La huelga estudiantil en el Recinto de Aguadilla de la Universidad de Puerto Rico,tiene_como_tema,Aguadilla Universidad de Puerto Rico
Leyendas y poemas,tiene_como_tema,Legends -- Guatemala
XIII Coloquio de arte aragonés,tiene_como_tema,Art
Borges y Escher,tiene_como_tema,Labyrinths in art
Diario de campaña,tiene_como_tema,Biography & Autobiography-Historical - General
Llama del agua,tiene_como_tema,General
La influencia de la jurisprudencia en la configuración del régimen de procedencia de la acción de nulidad contra actos particulares en el nuevo Código de procedimiento administrativo y de lo contencioso administrativo,tiene_como_tema,Administrative acts
Arte y diccionario en lengua choltí,tiene_como_tema,Chol language.
Sirena Selena,tiene_como_tema,"Fiction, general"
Correspondencia y otros documentos,tiene_como_tema,"Authors, Mexican -- 20th century -- Correspondence."
Edicion De Paginas Web/web Page,tiene_como_tema,Computers
Estampas de Juana Ines de La Cruz López,tiene_como_tema,"Juana Inés de la Cruz, -- Sister, -- 1651-1695 -- Iconography."
Saturnino Herran y su obra,tiene_como_tema,"Herran, Saturnino, 1888-1918."
Figuraciones mías,tiene_como_tema,Literature
Entre Prometeo y Narciso,tiene_como_tema,Modernism (Literature)
Oscar Flores Tapia,tiene_como_tema,"Flores Tapia, Oscar."
No me agarran viva,tiene_como_tema,"Eugenia, 1950-1981"
La Cieguecita de la Cantera,tiene_como_tema,Puerto Rican literature
Miradas a la obra de Sergio Galindo,tiene_como_tema,"Galindo, Sergio -- Criticism and interpretation."
Domingo del Monte,tiene_como_tema,"Authors, Cuban -- 19th century -- Biography."
Pensamiento universitario centroamericano,tiene_como_tema,"Universities and colleges -- Central America -- Addresses, essays, lectures."
Contradanzas y latigazos,tiene_como_tema,Race relations
La crisis,tiene_como_tema,Social aspects
Matriz,tiene_como_tema,"Themes, motives"
Don Catrín de la Fachenda,tiene_como_tema,"Fernández de Lizardi, José Joaquín, -- 1776-1827 -- Criticism and interpretation"
País nuestro,tiene_como_tema,Civilization
Detectives en acción,tiene_como_tema,"Detective and mystery stories, Cuban."
Mujeres mexicanas en la escritura,tiene_como_tema,Mexican Women authors
Doña Flor,tiene_como_tema,Giants -- Juvenile fiction.
Mentidero de Madrid,tiene_como_tema,Madrid (Spain) -- History.
Crónicas negras del poder,tiene_como_tema,Colombia -- Politics and government -- 1810-
"Despertador eucaristico y dulce convite para que las almas enardecidas, en el delicioso amor de Jesus Sacramentado, freqüenten la Eucarística Mesa, y se exerciten en cordiales afectos, y devotas oraciones, ántes y despues de la sagrada Comunion",tiene_como_tema,Lord's Supper -- Catholic Church -- Prayer-books and devotions -- Spanish.
Museo de filósofos,tiene_como_tema,"Philosophy, Modern."
Cuaderno paralelo,tiene_como_tema,"Vietnamese Conflict, 1961-1975 -- Poetry."
Poesía nueva de Nicaragua,tiene_como_tema,Nicaraguan poetry -- 20th century.
Precedencia temporal y ciclos económicos,tiene_como_tema,Business cycles -- Costa Rica.
Las Maracas (Instrumentos de la Musica Afrocubana),tiene_como_tema,Musical Instruments - Percussion
Situación y perspectivas de la ganadería en México,tiene_como_tema,Animal industry -- Mexico.
Rojo mexicano,tiene_como_tema,Cochineal
De antiquitatibus Novæe Hispaniæ,tiene_como_tema,Aztecs
La dramática vida de Rubén Darío,tiene_como_tema,Biography
Historia de Honduras,tiene_como_tema,Honduras -- History.
La Escalera de Los Angeles,tiene_como_tema,Psychology
Céspedes,tiene_como_tema,Presidents -- Cuba
Crimen y castigo de Franz Kafka,tiene_como_tema,Literature: History & Criticism
"El marxismo en Yucatán, 1933-1934",tiene_como_tema,Yucatán (Mexico : State) -- History.
Gatico-Gatico,tiene_como_tema,Tamaño de cuerpo -- Ficción.
Migrar,tiene_como_tema,Emigration and immigration
Moctezuma y Cuauhtémoc,tiene_como_tema,"Cuauhtemoc, -- Emperor of Mexico, -- 1495?-1525"
La vida en México en el periodo presidencial de Lázaro Cárdenas,tiene_como_tema,Mexico -- Politics and government -- 1910-1946.
Todo empezó el domingo,tiene_como_tema,Mexico City (Mexico) -- Description.
Semblanzas de académicos,tiene_como_tema,Academia Mexicana Correspondiente de la Española -- Biography
El artemiseño que rescató a Fidel,tiene_como_tema,History
El bandolerismo en Cuba,tiene_como_tema,Ladrones -- Cuba -- Historia.
Historia de la revolucion de Nueva España,tiene_como_tema,"Mexico -- History -- Wars of Independence, 1810-1821"
La vieja furia de los fusiles,tiene_como_tema,"Cuba -- History -- Revolution, 1959 -- Fiction."
Las calles históricas de Guadalajara,tiene_como_tema,Street names
Leyendas cubanas,tiene_como_tema,Legends
San Esteban de la Nueva Tlaxcala,tiene_como_tema,"Saltillo (Coahuila, Mexico) -- History -- Sources"
Regionalización,tiene_como_tema,Decentralization in government -- Peru.
"Elvira Gascón, retratista",tiene_como_tema,Catalogs
Antología de escritores banilejos,tiene_como_tema,"Authors, Dominican -- Biography."
El Laberinto De LA Soledad,tiene_como_tema,Spanish
Puebla 1862-2012,tiene_como_tema,Caricatures and cartoons
La voz a ti debida,tiene_como_tema,"Authors, Mexican -- 20th century -- Interviews."
Fábulas dominicanas,tiene_como_tema,"Fables, Dominican."
El clasicismo en la poesía mexicana,tiene_como_tema,History and criticism
El Istmo de Tehuantepec y los Estados Unidos,tiene_como_tema,United States -- Foreign relations -- Mexico.
Nueva inestabilidad,tiene_como_tema,Cosmology -- History.
El poeta en un poema,tiene_como_tema,"Poets, Mexican -- 20th century -- Interviews."
"Viaje y tornaviaje a Filipinas, 1564",tiene_como_tema,Facsimiles
Convencion española,tiene_como_tema,Mexico -- Foreign relations -- Spain.
Literatura y sociedad en los años sesenta,tiene_como_tema,Literature and society -- Dominican Republic.
Carta de presentacion,tiene_como_tema,Bibliography
Volver a imaginarlas,tiene_como_tema,Biography
Una boda en Haití,tiene_como_tema,Autores dominicanos
Los más bellos poemas de amor en lengua española,tiene_como_tema,Spanish Love poetry
La novela dominicana en Nueva York,tiene_como_tema,Autores dominicana
El teatro en México entre la reforma y el Imperio (1858-1861),tiene_como_tema,Theater -- Mexico -- History.
Nueva idea de la tragedia antigua,tiene_como_tema,Trojan War -- Drama.
La teoría de la renta de la tierra,tiene_como_tema,"Land use, Urban."
Un informante en el olvido,tiene_como_tema,Career in journalism
Crítica,tiene_como_tema,Literature -- History and criticism.
Introducción a El ser y el tiempo de Martin Heidegger,tiene_como_tema,Time
Vida de papel,tiene_como_tema,History and criticism
Abecedario De Los Animales (Album Espasa),tiene_como_tema,Short Stories
El mito nacionalista,tiene_como_tema,Language readers
"El humor y la ironía en el cuento mexicano, 1979-1991",tiene_como_tema,Mexican fiction -- 20th century.
Política laboral,tiene_como_tema,Labor policy -- Mexico.
"La batalla de San Jacinto, Nicaragua, 1856",tiene_como_tema,"Nicaragua -- History -- Filibuster War, 1855-1860."
La frontera como reto,tiene_como_tema,Mexico -- Boundaries
Mujeres de Martí,tiene_como_tema,"Martí, José, 1853-1895 -- Relations with women."
Memoria Y Olvido,tiene_como_tema,Literary Collections
Creación y poder,tiene_como_tema,Intellectuals -- Interviews.
Los métodos alternos de solución de conflictos y la justicia penal,tiene_como_tema,Dispute resolution (Law)
"Apuntes biográficos de Manuel Antonio Zavala y Rodríguez, 1859-1925",tiene_como_tema,Physicians -- Puerto Rico -- Biography.
Pueblo en vilo,tiene_como_tema,"San José de Gracia (Michoacán de Ocampo, Mexico)"
Elías Nandino,tiene_como_tema,Criticism and interpretation
Interacciones Medicamentosas,tiene_como_tema,Medical / Nursing
"Juan Bosch, Láutico García y la Iglesia Católica",tiene_como_tema,Dominican Republic -- Politics and government -- 1961-
Visión y pasión de Raúl Roa,tiene_como_tema,"Authors, Cuban -- 20th century."
Antología de la poesía cósmica de José María Heredia,tiene_como_tema,"Heredia, José María, 1803-1839 -- Criticism and interpretation."
Materia incandescente,tiene_como_tema,Interviews
Cuentos mexicanos (con pilón),tiene_como_tema,Mexican Short stories
Desde la penumbra de la fosa,tiene_como_tema,Islamic literature
"Crisis, cambio, tradición",tiene_como_tema,Essays
Etnia y sociedad,tiene_como_tema,Tipos étnicos -- Cuba.
"Crisis, Revolucion y Transicion En La Europa del Este",tiene_como_tema,General
Archipiélagos,tiene_como_tema,Romance literature
"""La niña de Guatemala"" no ""murió de amor""",tiene_como_tema,Crítica e interpretación
Gestión financiera pública,tiene_como_tema,"Finance, Public -- Law and legislation -- Colombia"
Libros de artista,tiene_como_tema,Artists' books
Así es Fidel,tiene_como_tema,Cuba -- History -- 1959-1990
Signos en rotación,tiene_como_tema,Study and teaching
"El arte de ilustrar en México, 1920-1999",tiene_como_tema,Illustration of books
"Aire Encantado : Dos Culturas, Dos Alas",tiene_como_tema,"Authors, biography"
Ensayos generales sobre el Barroco,tiene_como_tema,"Arts, Modern -- 20th century -- Themes, motives."
Temas contemporáneos,tiene_como_tema,South America -- Description and travel
El intelectual mexicano,tiene_como_tema,Intellectual life
La vida en México bajo Miguel Alemán,tiene_como_tema,Mexico -- History -- 1946-1970.
Biografías de siete grandes escritores guatemaltecos,tiene_como_tema,Guatemalan Authors
"Memorias de un cortesano de la ""era de Trujillo""",tiene_como_tema,Dominican Republic -- Politics and government -- 1961-
Ocho grandes biografías,tiene_como_tema,South America -- Biography
17 del taller,tiene_como_tema,Puerto Rican Short stories
"Personas, lugares y anexas",tiene_como_tema,"García Ponce, Juan."
Voces del exilio,tiene_como_tema,Salvadoran Authors
El lenguaje de los ismos,tiene_como_tema,History
Cartucho / Cartridge,tiene_como_tema,General
Léxico y nomenclatura en documentos del descubrimiento,tiene_como_tema,Spanish language -- Foreign words and phrases -- Indian.
"1492-1992, la interminable conquista",tiene_como_tema,Latin America -- Politics and government
Puerto Rico entre dos culturas,tiene_como_tema,Puerto Rico -- Social conditions.
Sobre Ortega y Gasset y otros trabajos de historia de las ideas en España y la America española,tiene_como_tema,Spanish Philosophy
Periodismo estatal al derecho y al revés,tiene_como_tema,Freedom of the press
La pintura de dos siglos,tiene_como_tema,"Painting, French -- History."
Salon de belleza,tiene_como_tema,Small presses
Reformas de las leyes de filiación y adopción,tiene_como_tema,Adoption -- Law and legislation -- Chile.
Arcángeles,tiene_como_tema,Revolutionaries
Volviendo al Caribe,tiene_como_tema,Description and travel
Sócrates Barinas Coiscou,tiene_como_tema,Criticism and interpretation
"El habla de los historiadores, y otros ensayos",tiene_como_tema,Correspondence
Viajeros extranjeros en el Estado de México,tiene_como_tema,Travelers -- Mexico -- Mexico (State) -- History.
Jose Gaos,tiene_como_tema,Spanish: Adult Nonfiction
Elíseo DiEgo,tiene_como_tema,Game theory
Vagón para Fumadores,tiene_como_tema,General
Afecciones del Aparato Locomotor,tiene_como_tema,Medical / Nursing
"Apuntes de Mexico, Tenochtitlán",tiene_como_tema,Architectural drawing
La mendicidad en México,tiene_como_tema,Social conditions
Los Albaniles,tiene_como_tema,Fiction
Puré de papas,tiene_como_tema,Caricaturas
Cartografía poética,tiene_como_tema,General
El humanista Juan Rodríguez de León Pinelo,tiene_como_tema,Intellectuals -- Mexico -- 17th century.
Legislación penal del Estado de México,tiene_como_tema,Criminal law -- México -- Mexico (State)
Pablo (Cuando Los Grandes Eran Pequeños),tiene_como_tema,"Neruda, Pablo,"
Diccionario Etimologico Comparado De Nombres Propios De Personas/etymological Dictionary Compared to Proper Names,tiene_como_tema,Etymology
Bibliografía de Lino Novás Calvo,tiene_como_tema,Bibliography
Genio y figura de Victoria Ocampo,tiene_como_tema,"Sur (Buenos Aires, Argentina)"
"Ay vida, no me mereces!",tiene_como_tema,"Rulfo, Juan."
Trinidad profana,tiene_como_tema,Mexican literature
"José Antonio Cisneros, poeta, dramaturgo y servidor público",tiene_como_tema,"Cisneros, José Antonio, 1826-1880."
La novela histórica,tiene_como_tema,Literature and history
Apariencia Desnuda- La Obra De Marcel Duchamp,tiene_como_tema,General
El remoto y cercano ayer,tiene_como_tema,"Henestrosa, Martina"
Panorama internacional sobre justicia penal,tiene_como_tema,International criminal courts -- Congresses.
El trato con escritores,tiene_como_tema,Biography
Charla en sonetos,tiene_como_tema,"Rejano, Juan, 1903-1976 -- Correspondence."
La Nueva Amante,tiene_como_tema,Essays
Amor perdido (Pocket) (Bolsillo Era),tiene_como_tema,History
La crisis,tiene_como_tema,Political aspects
Vasconcelos y la frontera norte de México,tiene_como_tema,Mexican-American Border Region.
Maxima Seguridad/maximum Securuty,tiene_como_tema,International
Alemania y México,tiene_como_tema,Printing
México arqueológico,tiene_como_tema,México -- Arqueología.
Cuentos frios,tiene_como_tema,Fiction
San Juan,tiene_como_tema,Description And Travel
Cartas a María Mantilla (Memoria),tiene_como_tema,Letters
Sistemas de información geográfica,tiene_como_tema,Geographic information systems.
Mis Insectos Son Angeles,tiene_como_tema,"Short stories, Guatemalan."
Paso del Nortec,tiene_como_tema,Mexico
Dreamweaver 8 (Manuales Imprescindibles / Essential Manuals) (Spanish Edition),tiene_como_tema,Internet - Web Site Design
Lázaro Cárdenas,tiene_como_tema,Social conditions
Cartilla Moral / Moral Identity Book (Centzontle),tiene_como_tema,Mexico - History
"Morrow, Calles y el PRI",tiene_como_tema,Mexico -- Politics and government -- 1910-1946
De viaje por los países socialistas,tiene_como_tema,"García Márquez, Gabriel, 1928"
Jalisco-Michoacán,tiene_como_tema,Michoacán de Ocampo (Mexico) -- Description and travel.
Tesoros de mi isla,tiene_como_tema,Social life and customs
La selva El Ocote,tiene_como_tema,Natural history -- Mexico -- Ocozocoautla.
Octavio Paz,tiene_como_tema,Biografía
My last name and other poems,tiene_como_tema,General
Acerca de lo negro y la africanía en la lengua literaria de Motivos de son de Nicolás Guillén,tiene_como_tema,Black people in literature
Poemas de Jose Maria Heredia,tiene_como_tema,Caribbean & Latin American
El hombre de la azada en Puerto Rico,tiene_como_tema,Economic history
Revolucionarios mexicanos,tiene_como_tema,"Madero, Francisco I., 1873-1913."
Visión de America,tiene_como_tema,Latin America -- Civilization
Cuatro libros de la naturaleza y virtudes de las plantas y animales de uso medicinal en la Nueva España,tiene_como_tema,Materia medica
