Obra,Relación,Autor
"Salamina, de su historia y de sus costumbres",fue_escrito_por,Juan López
Pesadillas,fue_escrito_por,Juan López
"La procesión del ""Corpus Christi"" de Toledo",fue_escrito_por,Juan López
La aventura democrática,fue_escrito_por,Juan López
Los cuarenta días de 1948,fue_escrito_por,Juan López
Sucesos de Nueva España hasta la coronación de Iturbide,fue_escrito_por,Juan López
Economía de la comunicación de masas,fue_escrito_por,Juan López
Bambi,fue_escrito_por,Juan López
Blancanieves,fue_escrito_por,Juan López
Caperucita,fue_escrito_por,Juan López
La Casita de Chocolate,fue_escrito_por,Juan López
Peter Pan,fue_escrito_por,Juan López
Pinocho,fue_escrito_por,Juan López
El Libro de La Selva,fue_escrito_por,Juan López
El niño de las monjas,fue_escrito_por,Juan López
Krausismo,fue_escrito_por,Juan López
España va bien y el mundo tampoco,fue_escrito_por,Juan López
Toma el dinero y corre,fue_escrito_por,Juan López
El krausismo español,fue_escrito_por,Juan López
Cenicienta,fue_escrito_por,Juan López
Aladino,fue_escrito_por,Juan López
La vendedora de fósforos,fue_escrito_por,Juan López
Robin Hood,fue_escrito_por,Juan López
Los dioses bajan del Olimpo,fue_escrito_por,Juan López
"Guerra de la Independencia, 1808-1814",fue_escrito_por,Juan López
El krausismo español,fue_escrito_por,Juan López
"Decreto de Napoleon emperador de los franceses, sobre los judios residentes en Francia, y deliberaciones que tomaron éstos en su cumplimiento, con un resúmen de otros sucesos interesantes",fue_escrito_por,Juan López
Historia de la arquitectura mexicana,fue_escrito_por,Juan López
Yo Sere -1-,fue_escrito_por,Juan López
La Rebelión del índio Mariano,fue_escrito_por,Juan López
La Insurgencia de la Nueva Galicia en algunos documentos,fue_escrito_por,Juan López
"Correspondencia de don Victoriano Salado Alvarez, 1894-1931",fue_escrito_por,Juan López
Summa tapatia,fue_escrito_por,Juan López
Excelencia de Guadalajara,fue_escrito_por,Juan López
Romances de la Insurgencia,fue_escrito_por,Juan López
"""Notanda"" de Juan López al Libro segundo de la Crónica miscelnáea [sic] en que se trata de la conquista espiritual y temporal de la Santa Provincia de Jalisco en el nuevo reino de la Galicia y Nueva Vizcaya y discubrimiento del Nuevo México",fue_escrito_por,Juan López
Una misión sin importancia,fue_escrito_por,Juan López
Una misión sin importancia,fue_escrito_por,Juan López
Pokemon Libro de Actividades : Pokemon Libro de Actividades para niños,fue_escrito_por,Juan López
"Brevísima relación de la historia, méritos y servicios del Palacio del Gobierno de Jalisco",fue_escrito_por,Juan López
"Brevísima relación sobre el Presidio de San Antonio de Béjar, y, un documento olvidado en Guadalajara",fue_escrito_por,Juan López
Cedulario novogalaico,fue_escrito_por,Juan López
Concepto del federalismo en la guerra en la revolución,fue_escrito_por,Juan López
Cuatro pre-textos,fue_escrito_por,Juan López
Documentalia novogalaica en los archivos de España,fue_escrito_por,Juan López
El San Juan de Dios río de Guadalajara,fue_escrito_por,Juan López
Guadalajara y sus mandatarios de 1532 a 1986,fue_escrito_por,Juan López
Introducción a Frank Zappa,fue_escrito_por,Juan López
Memorándum tapatío,fue_escrito_por,Juan López
Mexicanismos en el Diccionario de la lengua española,fue_escrito_por,Juan López
"""Notanda"" de Juan López al Libro segundo de la Crónica miscelnáea [sic]",fue_escrito_por,Juan López
Libro de los Evangelios moralizados desde Adviento hasta la Dominica de Pasión,fue_escrito_por,Juan López
Resplandor de Luzbella,fue_escrito_por,Juan López
Protocolos Habituales en Tomografia Computerizada,fue_escrito_por,Juan López
Humberto,fue_escrito_por,Juan López
Los Mejores 600 Chistes,fue_escrito_por,Juan López
Mi Diario,fue_escrito_por,Juan López
"Gobernantes de Nueva Galicia y de Jalisco, 1531-1980",fue_escrito_por,Juan López
Ruinas graves,fue_escrito_por,Juan López
Las Predicciones de Los Circulos de Cultivo,fue_escrito_por,Juan López
Concepto del federalismo en la guerra y en la revolución,fue_escrito_por,Juan López
Donoso Después de Donoso,fue_escrito_por,Juan López
De las islas del mar océano,fue_escrito_por,Juan López
Los muertos no van al cine,fue_escrito_por,Juan López
El nacimiento de Mexico,fue_escrito_por,Catalina Sierra
El nacimiento de México,fue_escrito_por,Catalina Sierra
Ignacio Manuel Altamirano,fue_escrito_por,Catalina Sierra
Las huellas del desarrollo,fue_escrito_por,Catalina Sierra
Mexicali city blues,fue_escrito_por,Gabriel Trujillo Muñoz
Mexicali,fue_escrito_por,Gabriel Trujillo Muñoz
Un Camino de hallazgos,fue_escrito_por,Gabriel Trujillo Muñoz
La otra historia de Baja California,fue_escrito_por,Gabriel Trujillo Muñoz
El futuro en llamas,fue_escrito_por,Gabriel Trujillo Muñoz
Moriremos como soles,fue_escrito_por,Gabriel Trujillo Muñoz
La memoria de los muertos,fue_escrito_por,Gabriel Trujillo Muñoz
Mensajeros de Heliconia,fue_escrito_por,Gabriel Trujillo Muñoz
Paisajes con figura al centro,fue_escrito_por,Gabriel Trujillo Muñoz
Cruzar/Mudar/Permanecer,fue_escrito_por,Gabriel Trujillo Muñoz
Poemas civiles,fue_escrito_por,Gabriel Trujillo Muñoz
Literatura bajacaliforniana siglo XX,fue_escrito_por,Gabriel Trujillo Muñoz
Peregrinos del desierto,fue_escrito_por,Gabriel Trujillo Muñoz
Entre líneas,fue_escrito_por,Gabriel Trujillo Muñoz
Diccionario biobibliográfico de escritores de Baja California,fue_escrito_por,Gabriel Trujillo Muñoz
Tijuana city blues,fue_escrito_por,Gabriel Trujillo Muñoz
Gambusino de las letras,fue_escrito_por,Gabriel Trujillo Muñoz
La canción del progreso,fue_escrito_por,Gabriel Trujillo Muñoz
Pesca de altura,fue_escrito_por,Gabriel Trujillo Muñoz
Rubén García Benavides,fue_escrito_por,Gabriel Trujillo Muñoz
La Lengua del camaleón I,fue_escrito_por,Gabriel Trujillo Muñoz
Los diablitos,fue_escrito_por,Gabriel Trujillo Muñoz
Tan cerca de Hollywood,fue_escrito_por,Gabriel Trujillo Muñoz
La cultura bajacaliforniana y otros ensayos afines,fue_escrito_por,Gabriel Trujillo Muñoz
Lengua franca,fue_escrito_por,Gabriel Trujillo Muñoz
Mutaciones y mudanzas,fue_escrito_por,Gabriel Trujillo Muñoz
Rastrojo,fue_escrito_por,Gabriel Trujillo Muñoz
Testigos de cargo,fue_escrito_por,Gabriel Trujillo Muñoz
Transfiguraciones,fue_escrito_por,Gabriel Trujillo Muñoz
Visiones y espejismos,fue_escrito_por,Gabriel Trujillo Muñoz
Pasiones fronterizas,fue_escrito_por,Gabriel Trujillo Muñoz
Nuevos mitos y leyendas de Mexicali,fue_escrito_por,Gabriel Trujillo Muñoz
Los hombres salvajes de la bandera roja,fue_escrito_por,Gabriel Trujillo Muñoz
Nada es lo que parece,fue_escrito_por,Gabriel Trujillo Muñoz
Utopías y quimeras,fue_escrito_por,Gabriel Trujillo Muñoz
La mirada insaciable,fue_escrito_por,Gabriel Trujillo Muñoz
La Chinesca,fue_escrito_por,Gabriel Trujillo Muñoz
"País de la memoria, comarca del tiempo",fue_escrito_por,Gabriel Trujillo Muñoz
Block de hojas amarillas,fue_escrito_por,Gabriel Trujillo Muñoz
Signos vitales,fue_escrito_por,Gabriel Trujillo Muñoz
Visiones vagabundas,fue_escrito_por,Gabriel Trujillo Muñoz
Baja California y sus desastres,fue_escrito_por,Gabriel Trujillo Muñoz
El hombre fuerte del circo,fue_escrito_por,Gabriel Trujillo Muñoz
Circulo de fuego,fue_escrito_por,Gabriel Trujillo Muñoz
Los quimeristas,fue_escrito_por,Gabriel Trujillo Muñoz
Mercaderes,fue_escrito_por,Gabriel Trujillo Muñoz
Shiashian y el circo macabro de Volcan City,fue_escrito_por,Gabriel Trujillo Muñoz
Sin orden ni concierto,fue_escrito_por,Gabriel Trujillo Muñoz
Las Rutas de la luz,fue_escrito_por,Gabriel Trujillo Muñoz
La otra Baja California,fue_escrito_por,Gabriel Trujillo Muñoz
Alfanjes,fue_escrito_por,Gabriel Trujillo Muñoz
Civilización,fue_escrito_por,Gabriel Trujillo Muñoz
Aires del verano en el parabrisas,fue_escrito_por,Gabriel Trujillo Muñoz
"Alabanzas y vituperios, 1981-1990",fue_escrito_por,Gabriel Trujillo Muñoz
Baja California,fue_escrito_por,Gabriel Trujillo Muñoz
Biografías del futuro,fue_escrito_por,Gabriel Trujillo Muñoz
Codicilo,fue_escrito_por,Gabriel Trujillo Muñoz
Colindancias,fue_escrito_por,Gabriel Trujillo Muñoz
Conjurados,fue_escrito_por,Gabriel Trujillo Muñoz
Coronado Ortega,fue_escrito_por,Gabriel Trujillo Muñoz
De los chamanes a los DJ's,fue_escrito_por,Gabriel Trujillo Muñoz
Don de lenguas (1990-1993),fue_escrito_por,Gabriel Trujillo Muñoz
Entrecruzamientos,fue_escrito_por,Gabriel Trujillo Muñoz
Espantapájaros,fue_escrito_por,Gabriel Trujillo Muñoz
Highclowd,fue_escrito_por,Gabriel Trujillo Muñoz
Huellas incurables,fue_escrito_por,Gabriel Trujillo Muñoz
Imagenes de plata,fue_escrito_por,Gabriel Trujillo Muñoz
Kitakaze (viento del norte),fue_escrito_por,Gabriel Trujillo Muñoz
Laberinto (as time goes by),fue_escrito_por,Gabriel Trujillo Muñoz
La ciencia ficción,fue_escrito_por,Gabriel Trujillo Muñoz
La gran bonanza,fue_escrito_por,Gabriel Trujillo Muñoz
La isla de los magos,fue_escrito_por,Gabriel Trujillo Muñoz
Los confines,fue_escrito_por,Gabriel Trujillo Muñoz
Los signos de la arena,fue_escrito_por,Gabriel Trujillo Muñoz
Mandrágora,fue_escrito_por,Gabriel Trujillo Muñoz
Mexicali centenario,fue_escrito_por,Gabriel Trujillo Muñoz
Mezquite Road,fue_escrito_por,Gabriel Trujillo Muñoz
Miríada,fue_escrito_por,Gabriel Trujillo Muñoz
Mitos y leyendas de Mexicali,fue_escrito_por,Gabriel Trujillo Muñoz
Moridero,fue_escrito_por,Gabriel Trujillo Muñoz
Palabras sueltas,fue_escrito_por,Gabriel Trujillo Muñoz
Percepciones,fue_escrito_por,Gabriel Trujillo Muñoz
A plena luz,fue_escrito_por,Gabriel Trujillo Muñoz
"Poemas traspapelados, 1991-2001",fue_escrito_por,Gabriel Trujillo Muñoz
Recapitulaciones,fue_escrito_por,Gabriel Trujillo Muñoz
Señas y reseñas,fue_escrito_por,Gabriel Trujillo Muñoz
Tras el espejismo,fue_escrito_por,Gabriel Trujillo Muñoz
Trebejos,fue_escrito_por,Gabriel Trujillo Muñoz
Tres ensayos sobre el ensayo bajacaliforniano,fue_escrito_por,Gabriel Trujillo Muñoz
Vidas ejemplares,fue_escrito_por,Gabriel Trujillo Muñoz
En tiempos de danza,fue_escrito_por,Gabriel Trujillo Muñoz
Gente de frontera,fue_escrito_por,Gabriel Trujillo Muñoz
Parvada,fue_escrito_por,Gabriel Trujillo Muñoz
Trenes perdidos en la niebla,fue_escrito_por,Gabriel Trujillo Muñoz
De diversa ralea,fue_escrito_por,Gabriel Trujillo Muñoz
Música para difuntos,fue_escrito_por,Gabriel Trujillo Muñoz
Cirugía mayor (1982-1997),fue_escrito_por,Gabriel Trujillo Muñoz
Literatura y Frontera Norte,fue_escrito_por,Gabriel Trujillo Muñoz
La Bajacaliforniada,fue_escrito_por,Gabriel Trujillo Muñoz
Adalberto Walther Meade,fue_escrito_por,Gabriel Trujillo Muñoz
Open signs,fue_escrito_por,Gabriel Trujillo Muñoz
Las rutas de la luz,fue_escrito_por,Gabriel Trujillo Muñoz
La Línea,fue_escrito_por,Gabriel Trujillo Muñoz
Corpus,fue_escrito_por,Gabriel Trujillo Muñoz
Memoria de Los Muertos,fue_escrito_por,Gabriel Trujillo Muñoz
Laguna Salada,fue_escrito_por,Gabriel Trujillo Muñoz
Circulo de Fuego,fue_escrito_por,Gabriel Trujillo Muñoz
Mundos Distantes,fue_escrito_por,Gabriel Trujillo Muñoz
Lontananzas,fue_escrito_por,Gabriel Trujillo Muñoz
1818 : Origen,fue_escrito_por,Gabriel Trujillo Muñoz
San Malcolm en las cantinas,fue_escrito_por,Oscar Mata
"Juan José Arreola, maestro editor",fue_escrito_por,Oscar Mata
La rosa negra,fue_escrito_por,Oscar Mata
Apuntes sobre la novela El hipogeo secreto de Salvador Elizondo,fue_escrito_por,Oscar Mata
La novela corta mexicana en el siglo XIX,fue_escrito_por,Oscar Mata
Palabras,fue_escrito_por,Oscar Mata
Show time,fue_escrito_por,Oscar Mata
Un océano de narraciones,fue_escrito_por,Oscar Mata
Georg Lukács en busca de Thomas Mann,fue_escrito_por,Oscar Mata
En torno a la literatura mexicana,fue_escrito_por,Oscar Mata
Gabriel García Márquez,fue_escrito_por,Oscar Mata
Donde las cosas vuelan,fue_escrito_por,Ethel Krauze
Como acercarse a la poesia / How to Approach Poetry,fue_escrito_por,Ethel Krauze
De cuerpo entero,fue_escrito_por,Ethel Krauze
Amoreto,fue_escrito_por,Ethel Krauze
Bajo el agua,fue_escrito_por,Ethel Krauze
El instante supremo,fue_escrito_por,Ethel Krauze
Infinita,fue_escrito_por,Ethel Krauze
Samovar,fue_escrito_por,Ethel Krauze
"Escenas de ira, tristeza y desesperación con momentos felices",fue_escrito_por,Ethel Krauze
El Gran Viaje de Adelina,fue_escrito_por,Ethel Krauze
Todos los hombres,fue_escrito_por,Ethel Krauze
Canciones de amor antiguo,fue_escrito_por,Ethel Krauze
Cuentame tu cuento/ Tell Me Your Story (Literature Infantil and Juvenile / Children and Youth Literature),fue_escrito_por,Ethel Krauze
El diluvio de un beso,fue_escrito_por,Ethel Krauze
El lunes te amaré,fue_escrito_por,Ethel Krauze
Ha venido a buscarte,fue_escrito_por,Ethel Krauze
Intermedio para mujeres,fue_escrito_por,Ethel Krauze
LA Nueva Cocina Vegetariana,fue_escrito_por,Ethel Krauze
Mujeres en Nueva York,fue_escrito_por,Ethel Krauze
El secreto de la infidelidad,fue_escrito_por,Ethel Krauze
El Secreto De LA Infidelidad / The Secret of Infidelity,fue_escrito_por,Ethel Krauze
"Gran Viaje de Adelina, El",fue_escrito_por,Ethel Krauze
Intermedio para amar,fue_escrito_por,Ethel Krauze
Juan,fue_escrito_por,Ethel Krauze
La Hora de la decisión,fue_escrito_por,Ethel Krauze
"Lo lúdico, lo visceral, en su imaginería",fue_escrito_por,Ethel Krauze
Desnudando a la musa,fue_escrito_por,Ethel Krauze
Dulce cuchillo,fue_escrito_por,Ethel Krauze
El fragmento impertinente,fue_escrito_por,Ethel Krauze
La otra Ilíada,fue_escrito_por,Ethel Krauze
El país de las mandrágoras,fue_escrito_por,Ethel Krauze
Fuegos y juegos,fue_escrito_por,Ethel Krauze
Relámpagos,fue_escrito_por,Ethel Krauze
La obra narrativa de Cervantes,fue_escrito_por,Mirta Aguirre
Ayer de hoy,fue_escrito_por,Mirta Aguirre
Estudios literarios,fue_escrito_por,Mirta Aguirre
La lírica castellana hasta los siglos de oro,fue_escrito_por,Mirta Aguirre
Los caminos poéticos del lenguaje,fue_escrito_por,Mirta Aguirre
Presencia interior,fue_escrito_por,Mirta Aguirre
El romanticismo,fue_escrito_por,Mirta Aguirre
Juegos Y Otros Poemas,fue_escrito_por,Mirta Aguirre
Un poeta y un continente,fue_escrito_por,Mirta Aguirre
Un hombre a través de su obra,fue_escrito_por,Mirta Aguirre
Dice la palma,fue_escrito_por,Mirta Aguirre
Poems,fue_escrito_por,Mirta Aguirre
Artículos en Cuba socialista,fue_escrito_por,Mirta Aguirre
Crónicas de cine,fue_escrito_por,Mirta Aguirre
Bárbaros y cristianos,fue_escrito_por,Mirta Aguirre
Canción antigua a Che Guevara,fue_escrito_por,Mirta Aguirre
"Del encausto a la sangre, sor Juana Inés de la Cruz",fue_escrito_por,Mirta Aguirre
Donã Iguana,fue_escrito_por,Mirta Aguirre
El leninismo en La historia me absolverá,fue_escrito_por,Mirta Aguirre
El Neo-Realismo italiano,fue_escrito_por,Mirta Aguirre
Influencia de la mujer en Iberoamérica,fue_escrito_por,Mirta Aguirre
Juegos e otros poemas,fue_escrito_por,Mirta Aguirre
Miguel de Cervantes,fue_escrito_por,Mirta Aguirre
Palabras en Juan Cristóbal,fue_escrito_por,Mirta Aguirre
Del encausto a la sangre,fue_escrito_por,Mirta Aguirre
El romanticismo de Rousseau a Victor Hugo,fue_escrito_por,Mirta Aguirre
Canción antigua a Ché Guevara,fue_escrito_por,Mirta Aguirre
Cuba y la Revolución de Octubre,fue_escrito_por,Mirta Aguirre
"8 poemas a ""Galicia mártir"", de Castelao",fue_escrito_por,Mirta Aguirre
Territorio de resistencia,fue_escrito_por,Mirta Aguirre
Cuento de nunca acabar,fue_escrito_por,Russell M. Cluff
Cuento mexicano moderno,fue_escrito_por,Russell M. Cluff
Los resortes de la sorpresa,fue_escrito_por,Russell M. Cluff
Panorama crítico-bibliográfico del cuento mexicano (1950-1995),fue_escrito_por,Russell M. Cluff
Siete acercamientos al relato mexicano actual,fue_escrito_por,Russell M. Cluff
Diccionario bio-bibliogŕafico de escritores de México (1920-1970),fue_escrito_por,Russell M. Cluff
Futbolistas/ Soccer Players,fue_escrito_por,Mónica Maristain
La última entrevista a Roberto Bolaño y otras charlas con grandes escritores,fue_escrito_por,Mónica Maristain
El hijo de Míster Playa,fue_escrito_por,Mónica Maristain
Mexican@s Ejemplares,fue_escrito_por,Mónica Maristain
Futbolistas,fue_escrito_por,Mónica Maristain
El último árbol,fue_escrito_por,Mónica Maristain
30 actores hechos en México,fue_escrito_por,Mónica Maristain
En el nombre del fútbol,fue_escrito_por,Mónica Maristain
