Obra,Relación,País del Autor
Los Municipios de Hidalgo,el_autor_es_del_pais,Mexico
Los Municipios de Jalisco,el_autor_es_del_pais,Mexico
Los Municipios de Michoacán,el_autor_es_del_pais,Mexico
Los Municipios de Morelos,el_autor_es_del_pais,Mexico
Los Municipios de Quintana Roo,el_autor_es_del_pais,Mexico
Los Municipios de Tabasco,el_autor_es_del_pais,Mexico
Informe de ejecución del PNDH 2005,el_autor_es_del_pais,Mexico
Los Municipios de Sonora,el_autor_es_del_pais,Mexico
Los Municipios de Baja California Sur,el_autor_es_del_pais,Mexico
Los municipios de Zacatecas,el_autor_es_del_pais,Mexico
El sistema de Justicia penal Mexicano,el_autor_es_del_pais,Mexico
"Orden jurídico, cultura de la legalidad y educación en México",el_autor_es_del_pais,Mexico
Documentos históricos sobre la defensa de Chapultepec,el_autor_es_del_pais,Mexico
Renovación política,el_autor_es_del_pais,Mexico
Cuadernos de renovación nacional,el_autor_es_del_pais,Mexico
"Informe que por acuerdo expreso del presidente, rinde el secretario de Gobernación a las ...",el_autor_es_del_pais,Mexico
Los Municipios de Durango,el_autor_es_del_pais,Mexico
Ley de imprenta,el_autor_es_del_pais,Mexico
Reglamento de sanidad marítima de la República Mexicana,el_autor_es_del_pais,Mexico
Reglamentos sobre establecimientos peligrosos,el_autor_es_del_pais,Mexico
Ley reglamentaria del artículo 130 de la Constitutción federal,el_autor_es_del_pais,Mexico
Informe General Que el Excmo. Sr. Marqués de Sonora Siendo Visitador General de Este Reyno Al Excmo. Sr. Virrey Frey D. Antonio Bucarely y Ursua,el_autor_es_del_pais,Mexico
Reglamento para los teatros de México,el_autor_es_del_pais,Mexico
Reglamento de juegos en el Distrito Federal,el_autor_es_del_pais,Mexico
Ley orgánica de los tribunales del fuero común en el Distrito y territorios federales,el_autor_es_del_pais,Mexico
Ley orgánica de los tribunales del fuero común del Distrito y territorios federales,el_autor_es_del_pais,Mexico
Islas Mexicanas,el_autor_es_del_pais,Mexico
La mendicidad en México,el_autor_es_del_pais,Mexico
Prontuario,el_autor_es_del_pais,Mexico
[Informe,el_autor_es_del_pais,Mexico
"Código de organización, de competencia y de procedimientos en materia penal",el_autor_es_del_pais,Mexico
Código penal para el Distrito y territorios federales,el_autor_es_del_pais,Mexico
"Coleccion de leyes y disposiciones gubernativas municipales y de policia, vigentes en el Distrito Federal, formada por acuerdo del C.Gobernador Lic. Carlos Rivas y publicada bajo la direccion del Secretario de Gobierno C. Lic. Nicolas Islas y Bustamante",el_autor_es_del_pais,Mexico
Crimen y castigo,el_autor_es_del_pais,Mexico
"Old Patagonian Express, The",el_autor_es_del_pais,Mexico
Manual de traducción,el_autor_es_del_pais,Mexico
La Huasteca,el_autor_es_del_pais,Mexico
La Alcarria en los dos primeros siglos de su reconquista,el_autor_es_del_pais,Mexico
Interprétation et surinterpretation,el_autor_es_del_pais,Mexico
Ensayo de una tipografia complutense,el_autor_es_del_pais,Mexico
Biblioteca de escritores de la provincia de Guadalajara,el_autor_es_del_pais,Mexico
Biblioteca de escritores de la provincia de Guadalajara y bibliografía de la misma hasta el siglo XIX,el_autor_es_del_pais,Mexico
"Discursos leídos ante la Real Academia de la História, en la junta pública de 16 de junio de 1907",el_autor_es_del_pais,Mexico
Relaciones topográficas de España,el_autor_es_del_pais,Mexico
Vuelos arqueológicos,el_autor_es_del_pais,Mexico
Biblioteca de escritores de la provincia de Guadalajara y bibliografía de la misma hasta el siglo XIX,el_autor_es_del_pais,Mexico
Ensayo de una tipografía complutense,el_autor_es_del_pais,Mexico
Good morning Go Cong,el_autor_es_del_pais,Mexico
La transición en Toledo (1973-1983),el_autor_es_del_pais,Mexico
Parnaso español,el_autor_es_del_pais,Mexico
Parnaso español,el_autor_es_del_pais,Mexico
Jael,el_autor_es_del_pais,Mexico
Juan Negrín López (1892-1956),el_autor_es_del_pais,Mexico
L'imaginaire de la Commune,el_autor_es_del_pais,Mexico
Constitución y ordenamiento jurídico,el_autor_es_del_pais,Mexico
"Guerra de La Independencia, 1808-1814",el_autor_es_del_pais,Mexico
Guía terapéutica del animal de compañía,el_autor_es_del_pais,Mexico
Informe de D. Juan Negrin a los Republicanos Españoles,el_autor_es_del_pais,Mexico
Negrín y Prieto culpables de alta traicion,el_autor_es_del_pais,Mexico
La agresión italo-alemana contra España,el_autor_es_del_pais,Mexico
Discurso del Presidente del Consejo y Ministro de Defensa D. Juan Negrín pronunciado en Madrid en 18 de Junio de 1938,el_autor_es_del_pais,Mexico
"Speech by Dr. Negrin, President of the Council of Ministers (Barcelona, 14th October, 1938)",el_autor_es_del_pais,Mexico
Un gobernante digno de su pueblo,el_autor_es_del_pais,Mexico
"[A collection of seven letters exchanged between Spanish republican leaders in Mexico City during the month of June, 1939]",el_autor_es_del_pais,Mexico
Discurso de D. Juan Negrin,el_autor_es_del_pais,Mexico
Discurso del presidente del consejo de ministros Don Juan Negrín,el_autor_es_del_pais,Mexico
Geografía y descripción universal de las Indias,el_autor_es_del_pais,Mexico
Cartograf©Ưa hist©đrica de la Nueva Galicia,el_autor_es_del_pais,Mexico
Failed,el_autor_es_del_pais,Mexico
Rebeldes,el_autor_es_del_pais,Mexico
La agonía del psicoanálisis,el_autor_es_del_pais,Mexico
Sobre poesía posfranquista,el_autor_es_del_pais,Mexico
El alma de la madera,el_autor_es_del_pais,Mexico
El rey Midas,el_autor_es_del_pais,Mexico
Guía práctica de psicología,el_autor_es_del_pais,Mexico
Curso de prevención de riesgos laborales,el_autor_es_del_pais,Mexico
"Salamina, de su historia y de sus costumbres",el_autor_es_del_pais,Mexico
Pesadillas,el_autor_es_del_pais,Mexico
"La procesión del ""Corpus Christi"" de Toledo",el_autor_es_del_pais,Mexico
La aventura democrática,el_autor_es_del_pais,Mexico
Los cuarenta días de 1948,el_autor_es_del_pais,Mexico
Sucesos de Nueva España hasta la coronación de Iturbide,el_autor_es_del_pais,Mexico
Economía de la comunicación de masas,el_autor_es_del_pais,Mexico
Bambi,el_autor_es_del_pais,Mexico
Blancanieves,el_autor_es_del_pais,Mexico
Caperucita,el_autor_es_del_pais,Mexico
La Casita de Chocolate,el_autor_es_del_pais,Mexico
Peter Pan,el_autor_es_del_pais,Mexico
Pinocho,el_autor_es_del_pais,Mexico
El Libro de La Selva,el_autor_es_del_pais,Mexico
El niño de las monjas,el_autor_es_del_pais,Mexico
Krausismo,el_autor_es_del_pais,Mexico
España va bien y el mundo tampoco,el_autor_es_del_pais,Mexico
Toma el dinero y corre,el_autor_es_del_pais,Mexico
El krausismo español,el_autor_es_del_pais,Mexico
Cenicienta,el_autor_es_del_pais,Mexico
Aladino,el_autor_es_del_pais,Mexico
La vendedora de fósforos,el_autor_es_del_pais,Mexico
Robin Hood,el_autor_es_del_pais,Mexico
Los dioses bajan del Olimpo,el_autor_es_del_pais,Mexico
"Guerra de la Independencia, 1808-1814",el_autor_es_del_pais,Mexico
El krausismo español,el_autor_es_del_pais,Mexico
"Decreto de Napoleon emperador de los franceses, sobre los judios residentes en Francia, y deliberaciones que tomaron éstos en su cumplimiento, con un resúmen de otros sucesos interesantes",el_autor_es_del_pais,Mexico
Historia de la arquitectura mexicana,el_autor_es_del_pais,Mexico
Yo Sere -1-,el_autor_es_del_pais,Mexico
La Rebelión del índio Mariano,el_autor_es_del_pais,Mexico
La Insurgencia de la Nueva Galicia en algunos documentos,el_autor_es_del_pais,Mexico
"Correspondencia de don Victoriano Salado Alvarez, 1894-1931",el_autor_es_del_pais,Mexico
Summa tapatia,el_autor_es_del_pais,Mexico
Excelencia de Guadalajara,el_autor_es_del_pais,Mexico
Romances de la Insurgencia,el_autor_es_del_pais,Mexico
"""Notanda"" de Juan López al Libro segundo de la Crónica miscelnáea [sic] en que se trata de la conquista espiritual y temporal de la Santa Provincia de Jalisco en el nuevo reino de la Galicia y Nueva Vizcaya y discubrimiento del Nuevo México",el_autor_es_del_pais,Mexico
Una misión sin importancia,el_autor_es_del_pais,Mexico
Una misión sin importancia,el_autor_es_del_pais,Mexico
Pokemon Libro de Actividades : Pokemon Libro de Actividades para niños,el_autor_es_del_pais,Mexico
"Brevísima relación de la historia, méritos y servicios del Palacio del Gobierno de Jalisco",el_autor_es_del_pais,Mexico
"Brevísima relación sobre el Presidio de San Antonio de Béjar, y, un documento olvidado en Guadalajara",el_autor_es_del_pais,Mexico
Cedulario novogalaico,el_autor_es_del_pais,Mexico
Concepto del federalismo en la guerra en la revolución,el_autor_es_del_pais,Mexico
Cuatro pre-textos,el_autor_es_del_pais,Mexico
Documentalia novogalaica en los archivos de España,el_autor_es_del_pais,Mexico
El San Juan de Dios río de Guadalajara,el_autor_es_del_pais,Mexico
Guadalajara y sus mandatarios de 1532 a 1986,el_autor_es_del_pais,Mexico
Introducción a Frank Zappa,el_autor_es_del_pais,Mexico
Memorándum tapatío,el_autor_es_del_pais,Mexico
Mexicanismos en el Diccionario de la lengua española,el_autor_es_del_pais,Mexico
"""Notanda"" de Juan López al Libro segundo de la Crónica miscelnáea [sic]",el_autor_es_del_pais,Mexico
Libro de los Evangelios moralizados desde Adviento hasta la Dominica de Pasión,el_autor_es_del_pais,Mexico
Resplandor de Luzbella,el_autor_es_del_pais,Mexico
Protocolos Habituales en Tomografia Computerizada,el_autor_es_del_pais,Mexico
Humberto,el_autor_es_del_pais,Mexico
Los Mejores 600 Chistes,el_autor_es_del_pais,Mexico
Mi Diario,el_autor_es_del_pais,Mexico
"Gobernantes de Nueva Galicia y de Jalisco, 1531-1980",el_autor_es_del_pais,Mexico
Ruinas graves,el_autor_es_del_pais,Mexico
Las Predicciones de Los Circulos de Cultivo,el_autor_es_del_pais,Mexico
Concepto del federalismo en la guerra y en la revolución,el_autor_es_del_pais,Mexico
Donoso Después de Donoso,el_autor_es_del_pais,Mexico
De las islas del mar océano,el_autor_es_del_pais,Mexico
Los muertos no van al cine,el_autor_es_del_pais,Mexico
El nacimiento de Mexico,el_autor_es_del_pais,Mexico
El nacimiento de México,el_autor_es_del_pais,Mexico
Ignacio Manuel Altamirano,el_autor_es_del_pais,Mexico
Las huellas del desarrollo,el_autor_es_del_pais,Mexico
Mexicali city blues,el_autor_es_del_pais,Mexico
Mexicali,el_autor_es_del_pais,Mexico
Un Camino de hallazgos,el_autor_es_del_pais,Mexico
La otra historia de Baja California,el_autor_es_del_pais,Mexico
El futuro en llamas,el_autor_es_del_pais,Mexico
Moriremos como soles,el_autor_es_del_pais,Mexico
La memoria de los muertos,el_autor_es_del_pais,Mexico
Mensajeros de Heliconia,el_autor_es_del_pais,Mexico
Paisajes con figura al centro,el_autor_es_del_pais,Mexico
Cruzar/Mudar/Permanecer,el_autor_es_del_pais,Mexico
Poemas civiles,el_autor_es_del_pais,Mexico
Literatura bajacaliforniana siglo XX,el_autor_es_del_pais,Mexico
Peregrinos del desierto,el_autor_es_del_pais,Mexico
Entre líneas,el_autor_es_del_pais,Mexico
Diccionario biobibliográfico de escritores de Baja California,el_autor_es_del_pais,Mexico
Tijuana city blues,el_autor_es_del_pais,Mexico
Gambusino de las letras,el_autor_es_del_pais,Mexico
La canción del progreso,el_autor_es_del_pais,Mexico
Pesca de altura,el_autor_es_del_pais,Mexico
Rubén García Benavides,el_autor_es_del_pais,Mexico
La Lengua del camaleón I,el_autor_es_del_pais,Mexico
Los diablitos,el_autor_es_del_pais,Mexico
Tan cerca de Hollywood,el_autor_es_del_pais,Mexico
La cultura bajacaliforniana y otros ensayos afines,el_autor_es_del_pais,Mexico
Lengua franca,el_autor_es_del_pais,Mexico
Mutaciones y mudanzas,el_autor_es_del_pais,Mexico
Rastrojo,el_autor_es_del_pais,Mexico
Testigos de cargo,el_autor_es_del_pais,Mexico
Transfiguraciones,el_autor_es_del_pais,Mexico
Visiones y espejismos,el_autor_es_del_pais,Mexico
Pasiones fronterizas,el_autor_es_del_pais,Mexico
Nuevos mitos y leyendas de Mexicali,el_autor_es_del_pais,Mexico
Los hombres salvajes de la bandera roja,el_autor_es_del_pais,Mexico
Nada es lo que parece,el_autor_es_del_pais,Mexico
Utopías y quimeras,el_autor_es_del_pais,Mexico
La mirada insaciable,el_autor_es_del_pais,Mexico
La Chinesca,el_autor_es_del_pais,Mexico
"País de la memoria, comarca del tiempo",el_autor_es_del_pais,Mexico
Block de hojas amarillas,el_autor_es_del_pais,Mexico
Signos vitales,el_autor_es_del_pais,Mexico
Visiones vagabundas,el_autor_es_del_pais,Mexico
Baja California y sus desastres,el_autor_es_del_pais,Mexico
El hombre fuerte del circo,el_autor_es_del_pais,Mexico
Circulo de fuego,el_autor_es_del_pais,Mexico
Los quimeristas,el_autor_es_del_pais,Mexico
Mercaderes,el_autor_es_del_pais,Mexico
Shiashian y el circo macabro de Volcan City,el_autor_es_del_pais,Mexico
Sin orden ni concierto,el_autor_es_del_pais,Mexico
Las Rutas de la luz,el_autor_es_del_pais,Mexico
La otra Baja California,el_autor_es_del_pais,Mexico
Alfanjes,el_autor_es_del_pais,Mexico
Civilización,el_autor_es_del_pais,Mexico
Aires del verano en el parabrisas,el_autor_es_del_pais,Mexico
"Alabanzas y vituperios, 1981-1990",el_autor_es_del_pais,Mexico
Baja California,el_autor_es_del_pais,Mexico
Biografías del futuro,el_autor_es_del_pais,Mexico
Codicilo,el_autor_es_del_pais,Mexico
Colindancias,el_autor_es_del_pais,Mexico
Conjurados,el_autor_es_del_pais,Mexico
Coronado Ortega,el_autor_es_del_pais,Mexico
De los chamanes a los DJ's,el_autor_es_del_pais,Mexico
Don de lenguas (1990-1993),el_autor_es_del_pais,Mexico
Entrecruzamientos,el_autor_es_del_pais,Mexico
Espantapájaros,el_autor_es_del_pais,Mexico
Highclowd,el_autor_es_del_pais,Mexico
Huellas incurables,el_autor_es_del_pais,Mexico
Imagenes de plata,el_autor_es_del_pais,Mexico
Kitakaze (viento del norte),el_autor_es_del_pais,Mexico
Laberinto (as time goes by),el_autor_es_del_pais,Mexico
La ciencia ficción,el_autor_es_del_pais,Mexico
La gran bonanza,el_autor_es_del_pais,Mexico
La isla de los magos,el_autor_es_del_pais,Mexico
Los confines,el_autor_es_del_pais,Mexico
Los signos de la arena,el_autor_es_del_pais,Mexico
Mandrágora,el_autor_es_del_pais,Mexico
Mexicali centenario,el_autor_es_del_pais,Mexico
Mezquite Road,el_autor_es_del_pais,Mexico
Miríada,el_autor_es_del_pais,Mexico
Mitos y leyendas de Mexicali,el_autor_es_del_pais,Mexico
Moridero,el_autor_es_del_pais,Mexico
Palabras sueltas,el_autor_es_del_pais,Mexico
Percepciones,el_autor_es_del_pais,Mexico
A plena luz,el_autor_es_del_pais,Mexico
"Poemas traspapelados, 1991-2001",el_autor_es_del_pais,Mexico
Recapitulaciones,el_autor_es_del_pais,Mexico
Señas y reseñas,el_autor_es_del_pais,Mexico
Tras el espejismo,el_autor_es_del_pais,Mexico
Trebejos,el_autor_es_del_pais,Mexico
Tres ensayos sobre el ensayo bajacaliforniano,el_autor_es_del_pais,Mexico
Vidas ejemplares,el_autor_es_del_pais,Mexico
En tiempos de danza,el_autor_es_del_pais,Mexico
Gente de frontera,el_autor_es_del_pais,Mexico
Parvada,el_autor_es_del_pais,Mexico
Trenes perdidos en la niebla,el_autor_es_del_pais,Mexico
De diversa ralea,el_autor_es_del_pais,Mexico
Música para difuntos,el_autor_es_del_pais,Mexico
Cirugía mayor (1982-1997),el_autor_es_del_pais,Mexico
Literatura y Frontera Norte,el_autor_es_del_pais,Mexico
La Bajacaliforniada,el_autor_es_del_pais,Mexico
Adalberto Walther Meade,el_autor_es_del_pais,Mexico
Open signs,el_autor_es_del_pais,Mexico
Las rutas de la luz,el_autor_es_del_pais,Mexico
La Línea,el_autor_es_del_pais,Mexico
Corpus,el_autor_es_del_pais,Mexico
Memoria de Los Muertos,el_autor_es_del_pais,Mexico
Laguna Salada,el_autor_es_del_pais,Mexico
Circulo de Fuego,el_autor_es_del_pais,Mexico
Mundos Distantes,el_autor_es_del_pais,Mexico
Lontananzas,el_autor_es_del_pais,Mexico
1818 : Origen,el_autor_es_del_pais,Mexico
San Malcolm en las cantinas,el_autor_es_del_pais,Mexico
"Juan José Arreola, maestro editor",el_autor_es_del_pais,Mexico
La rosa negra,el_autor_es_del_pais,Mexico
Apuntes sobre la novela El hipogeo secreto de Salvador Elizondo,el_autor_es_del_pais,Mexico
La novela corta mexicana en el siglo XIX,el_autor_es_del_pais,Mexico
Palabras,el_autor_es_del_pais,Mexico
Show time,el_autor_es_del_pais,Mexico
Un océano de narraciones,el_autor_es_del_pais,Mexico
Georg Lukács en busca de Thomas Mann,el_autor_es_del_pais,Mexico
En torno a la literatura mexicana,el_autor_es_del_pais,Mexico
Gabriel García Márquez,el_autor_es_del_pais,Mexico
Donde las cosas vuelan,el_autor_es_del_pais,Mexico
Como acercarse a la poesia / How to Approach Poetry,el_autor_es_del_pais,Mexico
De cuerpo entero,el_autor_es_del_pais,Mexico
Amoreto,el_autor_es_del_pais,Mexico
Bajo el agua,el_autor_es_del_pais,Mexico
El instante supremo,el_autor_es_del_pais,Mexico
Infinita,el_autor_es_del_pais,Mexico
Samovar,el_autor_es_del_pais,Mexico
"Escenas de ira, tristeza y desesperación con momentos felices",el_autor_es_del_pais,Mexico
El Gran Viaje de Adelina,el_autor_es_del_pais,Mexico
Todos los hombres,el_autor_es_del_pais,Mexico
Canciones de amor antiguo,el_autor_es_del_pais,Mexico
Cuentame tu cuento/ Tell Me Your Story (Literature Infantil and Juvenile / Children and Youth Literature),el_autor_es_del_pais,Mexico
El diluvio de un beso,el_autor_es_del_pais,Mexico
El lunes te amaré,el_autor_es_del_pais,Mexico
Ha venido a buscarte,el_autor_es_del_pais,Mexico
Intermedio para mujeres,el_autor_es_del_pais,Mexico
LA Nueva Cocina Vegetariana,el_autor_es_del_pais,Mexico
Mujeres en Nueva York,el_autor_es_del_pais,Mexico
El secreto de la infidelidad,el_autor_es_del_pais,Mexico
El Secreto De LA Infidelidad / The Secret of Infidelity,el_autor_es_del_pais,Mexico
"Gran Viaje de Adelina, El",el_autor_es_del_pais,Mexico
Intermedio para amar,el_autor_es_del_pais,Mexico
Juan,el_autor_es_del_pais,Mexico
La Hora de la decisión,el_autor_es_del_pais,Mexico
"Lo lúdico, lo visceral, en su imaginería",el_autor_es_del_pais,Mexico
Desnudando a la musa,el_autor_es_del_pais,Mexico
Dulce cuchillo,el_autor_es_del_pais,Mexico
El fragmento impertinente,el_autor_es_del_pais,Mexico
La otra Ilíada,el_autor_es_del_pais,Mexico
El país de las mandrágoras,el_autor_es_del_pais,Mexico
Fuegos y juegos,el_autor_es_del_pais,Mexico
Relámpagos,el_autor_es_del_pais,Mexico
La obra narrativa de Cervantes,el_autor_es_del_pais,Mexico
Ayer de hoy,el_autor_es_del_pais,Mexico
Estudios literarios,el_autor_es_del_pais,Mexico
La lírica castellana hasta los siglos de oro,el_autor_es_del_pais,Mexico
Los caminos poéticos del lenguaje,el_autor_es_del_pais,Mexico
Presencia interior,el_autor_es_del_pais,Mexico
