Obra,Relación,Editorial
"1898, desastre o reconciliación?",fue_publicado_por,Fondo de Cultura Económica
Las neurosis de los hombres celebres en la historia argentina,fue_publicado_por,L.J. Rosso
Filosofía de la historia americana,fue_publicado_por,Fondo de Cultura Económica
"Nacimiento de Venus, y otros relatos",fue_publicado_por,Nueva cvltvra
Infancia de luz/  Infancy of Light (Poesia E Infancia),fue_publicado_por,SM
Laberinto,fue_publicado_por,Taurus
Comentarios a la Ley de contratos de las administraciones públicas,fue_publicado_por,Cedecs Editorial
Naturaleza y alma de Cuba,fue_publicado_por,Las Américas
Páramo de espejos,fue_publicado_por,M.A. Porrua
El abuelo Cheno y otras historias,fue_publicado_por,Instituto Mexicano de Cinematografía
Constituyentes de 1917,fue_publicado_por,Biblioteca Arte y Letras
Alejo Carpentier,fue_publicado_por,"Instituto Internacional de Literatura Iberoamericana, Universidad de Pittsburgh"
"Poesías de Justo Sierra, 1848-1912",fue_publicado_por,Ediciones de la Universidad nacional
Selected writings,fue_publicado_por,"Farrar, Straus and Cudahy"
Guate maya,fue_publicado_por,Ediciones Taladriz
"Resoluciones de la Sala Tercera de la Corte Suprema de Justicia, año 1987",fue_publicado_por,[s.n.]
José Vasconcelos,fue_publicado_por,"Instituto de Cooperación Iberoamericana, Ediciones de Cultura Hispánica"
Historia de la revolucion de Nueva España,fue_publicado_por,Cámara de diputados
Devils don't dream!,fue_publicado_por,"Universidad de San Carlos de Guatemala, Centro de Estudios Urbanos y Regionales"
El eterno femenino,fue_publicado_por,Fondo de Cultura Económica
Tierra de promisión,fue_publicado_por,Ediciones Ergilla
Introducción a la Práctica Clínica,fue_publicado_por,Elsevier
La tesorería del Partido Revolucionario Cubano,fue_publicado_por,Centro de Estudios Martianos
Conciencia intelectual de América,fue_publicado_por,E. Torres & Sons
"La Malinche, sus padres y sus hijos",fue_publicado_por,"Facultad de Filosofía y Letras, Universidad Nacional Autónoma de México"
La interpretación de la constitución a la luz de una sociedad intercultural,fue_publicado_por,Manglar Editores
Marcel Duchamp,fue_publicado_por,Seaver Books
The Hispanic Condition,fue_publicado_por,Perennial (HarperCollins)
La universidad,fue_publicado_por,Fondo Editorial CIRA
Escrituras múltiples de la escena teatral latinoamericana,fue_publicado_por,"Centro Nacional de Investigación, Documentación e Información Teatral Rodolfo Usigli"
Crepúsculo,fue_publicado_por,Alta Pimería Pro Arte y Cultura
El Grupo Minorista y su tiempo,fue_publicado_por,Editorial de Ciencias Sociales
Cuatro de oros,fue_publicado_por,Siglo Veintiuno Editores
Las Organizaciones no gubernamentales de desarrollo en el Perú,fue_publicado_por,Programa de Relaciones Europa-América Latina
El siglo de Figueres,fue_publicado_por,Editorial Juricentro
Obra reunida,fue_publicado_por,Penguin Random House Grupo Editorial
María Zambrano,fue_publicado_por,Juan de la Cuesta
Cabeza de zanahoria,fue_publicado_por,UNEAC
Platero y yo,fue_publicado_por,"Aguilar, 1963"
Cinco poemas griegos,fue_publicado_por,Publicaciones de la Oficina del Historiador
Caminante montés,fue_publicado_por,"Universidad Central de Las Villas, Dirección de Publicaciones"
Guía de pecadoras,fue_publicado_por,"Coordinación de Difusión Cultural, Dirección de Literatura, UNAM"
"Oracion fúnebre que pronunció el Iltmo. señor obispo de la Concepcion Dr. don José Hipólito Salas en las solemnes exequias que en su iglesia catedral se celebraron por el soberano pontífice Pio IX, el dia 13 de marzo de 1878",fue_publicado_por,"Impr. de la ""Libertad Católica"""
Imitación de la vida,fue_publicado_por,Distribuido por Ediciones Vitral
Arte colonial en México,fue_publicado_por,"Universidad Nacional Autónoma de México, Instituto de Investigaciones Estéticas"
Los escritores y la creación en Hispanoamérica,fue_publicado_por,Castalia Ediciones
Adela,fue_publicado_por,Ediciones Callejón
"Los enemigos de Leopoldo Lugones, con documentación inédita",fue_publicado_por,Ediciones centurión
El discurso del cinismo,fue_publicado_por,Cafe Central
Pablo Neruda en el corazón de México,fue_publicado_por,"Biblocteca Nacional, Hemeroteca Nacional"
El arte indígena de Norteamérica,fue_publicado_por,Fondo de Cultural Econoómica
El año del calipso,fue_publicado_por,Tusquets Editores
Las yeguas finas,fue_publicado_por,Premio Planeta
Kennedy y los Trujillo,fue_publicado_por,Fundación Cultural Dominicana
"Caminos de José Martí, Frida Kahlo, César Chávez",fue_publicado_por,Santillana
Humanismo y literatura,fue_publicado_por,El Colegio Nacional
Antología poética,fue_publicado_por,Espasa-Calpe Argentina
"La edad de oro, 1889-1944",fue_publicado_por,Sección de Artes Gráficas del Centro Superior Tecnológico del Instituto Cívico Militar
La República de Cuba,fue_publicado_por,Editorial Letras Cubanas
Virtue,fue_publicado_por,Bantam
Cola de cuija,fue_publicado_por,Fondo Nacional para la Cultura y las Artes
Correspondencia,fue_publicado_por,Fundación Fernando Ortiz
a p oblacion de Mexico,fue_publicado_por,"Centro de Estudios Económicos y Demográficos, El Colegio de México"
Aires del verano en el parabrisas,fue_publicado_por,Consejo Nacional para la Cultura y las Artes
La Revolución en Campeche,fue_publicado_por,Secretaría de Cultura de Campeche
100 famosos en La Habana,fue_publicado_por,Editorial de Ciencias Sociales
El ABC de las y los mexicanos,fue_publicado_por,Grijalbo
Evaluación del nivel de contaminación por desechos sólidos en la ciudad de Escuintla,fue_publicado_por,"USAC, DIGI"
Pedro Santana,fue_publicado_por,Tobogán
Cuadernos de renovación nacional,fue_publicado_por,Fondo de Cultura Economica USA
Bambi,fue_publicado_por,Susaeta
La ventana del interior,fue_publicado_por,Deauno Documenta
Briefe an einen jungen Dichter,fue_publicado_por,Shambhala
La obra salesiana en Colombia,fue_publicado_por,Escuelas Graficas Salesianas
Canta pájaro lejano,fue_publicado_por,Espasa Calpe
Mitos de Tarhuden,fue_publicado_por,"SHANTI NILAYA, EDITORIAL"
Esta narrativa mexicana,fue_publicado_por,Editora y Distribuidora Leega
Oscar Torres,fue_publicado_por,"Archivo General de la Nación, Departamento de Investigación y Divulgación, Área de Publicaciones"
The night visitor and other stories,fue_publicado_por,Hill & Wang
Articles,fue_publicado_por,Temple University Press
Crónica del siglo XX,fue_publicado_por,Plaza & Janés Editores
Canek,fue_publicado_por,"Secretaría de Educación, Gobierno del Estado de Yucatán"
Distorsiones Fantásticas,fue_publicado_por,CreateSpace Independent Publishing Platform
Las estatuas de la reforma,fue_publicado_por,Oficina Tip. de la Secretari a de Fomento
El krausismo español,fue_publicado_por,Fondo de Cultura Económica
1080 recetas de cocina,fue_publicado_por,Alianza Editorial
"Precariedades, exclusiones y emergencias",fue_publicado_por,"Unidad Iztapalapa, Consejo Editorial de Ciencias Sociales y Humanidades"
El Mono Gramatico,fue_publicado_por,Editorial Seix Barral
Antología poética,fue_publicado_por,Editorial Coquí
Leña para el fuego,fue_publicado_por,"EUNED, Editorial Universidad Estatal a Distancia"
La brecha digital y sus determinantes,fue_publicado_por,Centro Universitario de Investigaciones Bibliotecologicas - UNAM
Poesías escogidas,fue_publicado_por,Espasa-Calpe Argentina
El Zarco / the Zarco,fue_publicado_por,Universidad Veracruzana
"Querétaro, Sinaí en llamas",fue_publicado_por,"Dirección de Patrimonio Cultural, Secretaría de Cultura y Bienestar Social, Gobierno del Estado de Querétaro"
"Cuba, ¿ajuste o transición?",fue_publicado_por,"Facultad Latinoamericana de Ciencias Sociales, Sede México"
La prensa del Estado de México en el siglo diecinueve,fue_publicado_por,Gobierno del Estado de México
Introducción de símbolo de la fe,fue_publicado_por,Espasa-Calpe
La nada cotidiana,fue_publicado_por,Emecé
Der Schatz der Sierra Madre,fue_publicado_por,Minds Eye
La poesía nica en 166 antologías (1878-2012),fue_publicado_por,Academia Nicaragüense de la Lengua
Economía de la comunicación de masas,fue_publicado_por,Grupo Cultural Zero
Artes dominicanas,fue_publicado_por,Caribe Grolier
El Popol vuh,fue_publicado_por,Secretaría de Educación Pública
"Xochitl and the Flowers/Xochitl, la Nina de las Flores",fue_publicado_por,"Lee & Low Books, Incorporated"
"Memorias, memorias, memorias sin título",fue_publicado_por,Letras Cubanas
Tan veloz como el deseo,fue_publicado_por,Crown Publishers
André Breton en México,fue_publicado_por,Fondo de Cultura Económica
Introduction à la vie dévote,fue_publicado_por,Mame
Los de abajo,fue_publicado_por,New English Library
El ojo de la ballena,fue_publicado_por,Fondo de Cultura Económica
El general Corona,fue_publicado_por,Colegio de Jalisco
"¿De qué, silencio, eres tú silencio?",fue_publicado_por,Ediciones Universidad de Salamanca
Alfonso Portillo violó los derechos humanos en México,fue_publicado_por,[s.n.]
Guerra y nación,fue_publicado_por,Editorial de Ciencias Sociales
El sudario de Oviedo,fue_publicado_por,Ediciones Universidad de Navarra
El vuelo del cisne,fue_publicado_por,Alfaguara/Santillana
Panorama de la litertura salvadoreña,fue_publicado_por,UCA editores
Juárez,fue_publicado_por,"J. Ballescá, sucesores"
Relaciones dominicoespañolas,fue_publicado_por,Editora Montalvo
Arte ritual,fue_publicado_por,ANL
El rey del maestrazgo,fue_publicado_por,Ediciones Martínez Roca
La voz despalabrada,fue_publicado_por,Edirorial Universitaria Centroamericana
La voz de Fina García Marruz,fue_publicado_por,Publicaciones de la Residencia de Estudiantes
Historia de Honduras,fue_publicado_por,"Escuela Superior del Profesorado ""Francisco Morazán,"""
Poesias escogidas,fue_publicado_por,Espasa-Calpe
Identidad de Puebla,fue_publicado_por,Gobierno del Estado de Puebla
Obras de teatro,fue_publicado_por,Alta Primería pro arte y cultura
Historia de la Monja Alférez,fue_publicado_por,Independently Published
"Premio FIL de Literatura en Lenguas Romances, Margo Glantz 2010",fue_publicado_por,"Editorial Universitaria, Universidad de Guadalajara"
Interpretación del desarrollo social centroamericano,fue_publicado_por,Editorial Universitaria Centroamericana (EDUCA)
Hispanoamericanos,fue_publicado_por,Oficina del Historiador de la Ciudad
Lucian Freud,fue_publicado_por,Art Gallery of New South Wales
Antología poética,fue_publicado_por,Editora de Colores
Prosas profanas y otros poemas,fue_publicado_por,Akal Ediciones
Los Que Van a Escribir Te Saludan,fue_publicado_por,"Blurb, Incorporated"
"El teatro en México, durante la Independencia (1810-1839)",fue_publicado_por,Universidad Nacional Autónoma de México
Enriqueta Ochoa,fue_publicado_por,Universidad Autónoma de Coahuila
Pan de boda,fue_publicado_por,laSal
'La cita' y otros cuentos de mujeres infieles,fue_publicado_por,Alfaguara
Visiones de exilio,fue_publicado_por,University Press of America
La guerra gaucha,fue_publicado_por,Huemul
Los Municipios de Michoacán,fue_publicado_por,Gobierno del Estado de Michoacán
"Cine, Decima Musa",fue_publicado_por,CreateSpace Independent Publishing Platform
Ên qué piensas?,fue_publicado_por,Center for Curriculum Development
Manuel Plowes,fue_publicado_por,Universidad de Guanajuato
Apariencia desnuda,fue_publicado_por,Ediciones Era
Antología de Ernesto Cardenal,fue_publicado_por,Editora Santiago
El ocaso de la nación dominicana,fue_publicado_por,Editora Alfa y Omega
Nuestra América,fue_publicado_por,Biblioteca Ayacucho
El nuevo realismo en la pintura de Luis Bretón,fue_publicado_por,Offset Cibao
Antología del cuento polaco contemporáneo,fue_publicado_por,Ediciones Era
La Panza del Tepozteco,fue_publicado_por,Santillana USA Pub Co Inc
Romancero gitano (1924-1927),fue_publicado_por,Verticales
Caminos Del Corazon,fue_publicado_por,CreateSpace Independent Publishing Platform
Valores de la cultura nicaragüense,fue_publicado_por,Centro Nicaragüense de Escritores
Teatro Mario Monteforte Toledo,fue_publicado_por,Tercer Milenio
Los Municipios de Sonora,fue_publicado_por,Gobierno del Estado de Sonora
Nieve sobre Oaxaca,fue_publicado_por,Mondadori
"Cantos de vida y esperanza, Los cisnes, y otros poemas",fue_publicado_por,Casa Editorial Maucci
La novela latinoamericana en vísperas de un nuevo siglo y otros ensayos,fue_publicado_por,Siglo Veintiuno Editores
La ciudadanía de la juventud,fue_publicado_por,Cultura y Ciencia Política A. C.
Semblanzas,fue_publicado_por,[Grupo Integrador del Patronato de la Cultura en Comitán]
La Gota De Agua,fue_publicado_por,Fondo De Cultura Economica USA
Los tiempos mexicanos de Max Aub,fue_publicado_por,Fondo de Cultura Económica de España
El saneamiento de la Bahía de Panamá,fue_publicado_por,Editorial Portobelo
La Isla De Bali,fue_publicado_por,Universidad Nacional Autonoma
Italia y Cuba,fue_publicado_por,Editorial Atalaya
"Martí, hombre",fue_publicado_por,[s.n.]
Poems,fue_publicado_por,Impr. Excelsior
Los días enmascarados,fue_publicado_por,Editorial Novaro
La agonía de Europa,fue_publicado_por,Mondadori
Las muñecas de la calle del Cristo,fue_publicado_por,Ediciones de la Flor
En esto creo,fue_publicado_por,Random House
La cocina mexicana a través de los siglos,fue_publicado_por,Fundacion Herdez
Misión de prensa en España,fue_publicado_por,Editorial Jus
Campo de amor y de batalla,fue_publicado_por,Editorial Letras Cubanas
Un pulque literario,fue_publicado_por,"El Colegio de México, Centro de Estudios Linguísticos y Literarios"
Rajando la leña está,fue_publicado_por,Editorial Letras Cubanas
Mayapán,fue_publicado_por,Editorial Alemana
Antología poética,fue_publicado_por,Edición Zig-zag
Trenes perdidos en la niebla,fue_publicado_por,Jus
Dos Mujeres,fue_publicado_por,Createspace Independent Publishing Platform
El delito de homicidio en el ordenamiento jurídico uruguayo,fue_publicado_por,"FCU, Fundación de Cultura Universitaria"
Aproximación histórica a las organizaciones empresariales en España,fue_publicado_por,Fundación CEIM
Isla del Carmen,fue_publicado_por,Ediciones de la Muralla
Agua agua agua,fue_publicado_por,GoodYearBooks
Desde Washington,fue_publicado_por,Fondo de Cultura Económica
Luz para Todos (Light for All),fue_publicado_por,Simon & Schuster/Paula Wiseman Books
El pirata honrado,fue_publicado_por,Editorial Laia
Universidad Autónoma de Zacatecas,fue_publicado_por,"Poder Ejecutivo del Estado de Zacatecas, Coordinación de Desarrollo Social"
Sobre la marcha,fue_publicado_por,Editorial Arte y Literatura
El ogro filantrópico,fue_publicado_por,Editorial Seix Barral
Zodiakos,fue_publicado_por,Ediciones Unión
De la conquista a la independencia,fue_publicado_por,Fondo de Cultura Economica
Estuario (poemas 2008-2009),fue_publicado_por,Pre-Textos
Sartre Visita Cuba,fue_publicado_por,"Linkgua Ediciones, S.L."
Los pasos perdidos,fue_publicado_por,Ci a. General de Ediciones
Poesías líricas,fue_publicado_por,"Creative Media Partners, LLC"
La España de Galdós,fue_publicado_por,Taurus Ediciónes
El ombligo como centro erótico,fue_publicado_por,Secretaria de Educación Pública Cultura
Los días de Cipriano Castro,fue_publicado_por,Monte Avila Editores
Heroes de 1847,fue_publicado_por,Secretaría de Educación Pública
Conversaciones con Octavio Paz,fue_publicado_por,Confluencias Editorial
El Otono,fue_publicado_por,Barron's Educational Series
Diarios,fue_publicado_por,Editorial Verbum
Briefe an einen jungen Dichter,fue_publicado_por,Galerna
Jorge Luis Borges o el juego trascendente,fue_publicado_por,A. Peña Lillo
Sor Juana Inés de la Cruz,fue_publicado_por,"Gobierno del Estado de México, Instituto Mexiquense de Cultura"
"Escolios a las Historias del origen de los indios, escoliadas por por R.P.F. Francisco Ximénez",fue_publicado_por,Sociedad de Geografía e Historia de Guatemala
The preacher's portrait,fue_publicado_por,IVP
